"Condition","Line","EvoTime","Area","Major","Minor","AR","Volume"
"PA",4,"t200",44.952,8.852,6.465,1.369,193.721171180954
"PA",4,"t200",41.413,8.795,5.995,1.467,165.505656382331
"PA",4,"t200",35.8,8.185,5.569,1.47,132.914310238351
"PA",4,"t200",25.905,7.679,4.295,1.788,74.1702300826482
"PA",4,"t200",40.675,9,5.754,1.564,156.02020595529
"PA",4,"t200",37.045,7.899,5.971,1.323,147.456824980292
"PA",4,"t200",8.157,3.262,3.184,1.025,17.3152472414391
"PA",4,"t200",24.9,6.271,5.055,1.24,83.903048952364
"PA",4,"t200",42.028,10.073,5.312,1.896,148.8242110645
"PA",4,"t200",39.617,8.821,5.718,1.543,151.009665801727
"PA",4,"t200",40.734,9.012,5.755,1.566,156.282540094519
"PA",4,"t200",18.464,5.5,4.274,1.287,52.6054024504859
"PA",4,"t200",19.779,6.285,4.007,1.569,52.8375399493214
"PA",4,"t200",37.334,8.814,5.393,1.634,134.224720737485
"PA",4,"t200",43.861,8.778,6.362,1.38,186.029375593473
"PA",4,"t200",12.306,4.191,3.738,1.121,30.6616044855254
"PA",4,"t200",53.275,9.857,6.881,1.432,244.369215469232
"PA",4,"t200",40.231,9.354,5.476,1.708,146.866541107075
"PA",4,"t200",14.711,5.433,3.448,1.576,33.8199406907023
"PA",4,"t200",33.993,7.932,5.457,1.453,123.677083517504
"PA",4,"t200",30.641,8.028,4.86,1.652,99.283830542896
"PA",4,"t200",10.9,4.031,3.443,1.171,25.0198940262726
"PA",4,"t200",45.465,8.492,6.816,1.246,206.57024819529
"PA",4,"t200",41.728,8.642,6.148,1.406,171.033271112098
"PA",4,"t200",23.067,7.24,4.056,1.785,62.3638733876399
"PA",4,"t200",40.969,9.183,5.68,1.617,155.124315464992
"PA",4,"t200",41.637,8.574,6.183,1.387,171.625017482042
"PA",4,"t200",37.965,9.114,5.304,1.718,134.250118387231
"PA",4,"t200",37.35,8.259,5.758,1.434,143.37367240818
"PA",4,"t200",38.927,8.626,5.746,1.501,149.121175819401
"PA",4,"t200",48.41,10.037,6.141,1.634,198.18954527562
"PA",4,"t200",53.676,10.066,6.789,1.483,242.922177686788
"PA",4,"t200",16.759,5.225,4.083,1.28,45.6082781830962
"PA",4,"t200",41.183,8.336,6.291,1.325,172.741107086607
"PA",4,"t200",46.064,8.999,6.517,1.381,200.118996351415
"PA",4,"t200",22.628,7.084,4.067,1.742,61.3515472195885
"PA",4,"t200",36.922,8.415,5.586,1.506,137.484774396016
"PA",4,"t200",23.815,6.694,4.53,1.478,71.9251430562883
"PA",4,"t200",36.586,8.364,5.57,1.502,135.869831498191
"PA",4,"t200",36.714,8.213,5.691,1.443,139.27642683992
"PA",4,"t200",33.79,7.037,6.114,1.151,137.732693971955
"PA",4,"t200",19.234,6.017,4.07,1.478,52.187615290534
"PA",4,"t200",20.362,6.637,3.906,1.699,53.0194133281036
"PA",4,"t200",23.713,6.316,4.78,1.321,75.5607981738252
"PA",4,"t200",51.083,9.801,6.636,1.477,225.986120250333
"PA",4,"t200",12.108,4.529,3.404,1.331,27.4776790070642
"PA",4,"t200",15.048,4.96,3.863,1.284,38.7551761416038
"PA",4,"t200",34.442,8.174,5.365,1.523,123.189220820155
"PA",4,"t200",29.401,7.203,5.197,1.386,101.8632364619
"PA",4,"t200",16.812,6.157,3.476,1.771,38.9517802519891
"PA",4,"t200",40.076,9.377,5.441,1.723,145.351658025849
"PA",4,"t200",41.659,9.036,5.87,1.539,163.02381312165
"PA",4,"t200",26.14,7.107,4.683,1.518,81.6080974798916
"PA",4,"t200",49.014,10.891,5.73,1.901,187.230080612667
"PA",4,"t200",40.83,8.323,6.246,1.332,170.013135397099
"PA",4,"t200",42.626,8.247,6.581,1.253,187.01584266889
"PA",4,"t200",16.465,6.213,3.374,1.841,37.0331055039669
"PA",4,"t200",34.389,8.099,5.406,1.498,123.931613519608
"PA",4,"t200",17.758,6.141,3.682,1.668,43.5918487495177
"PA",4,"t200",43.017,9.129,6,1.521,172.077596007727
"PA",4,"t200",7.003,3.179,2.804,1.134,13.0871526714946
"PA",4,"t200",43.417,9.745,5.673,1.718,164.21243192968
"PA",4,"t200",50.762,9.833,6.573,1.496,222.439508110715
"PA",4,"t200",45.101,9.841,5.836,1.686,175.496484235529
"PA",4,"t200",30.983,8.02,4.919,1.63,101.607703500582
"PA",4,"t200",44.909,9.438,6.059,1.558,181.418052405878
"PA",4,"t200",44.465,9.159,6.182,1.482,183.275613853588
"PA",4,"t200",43.738,9.844,5.657,1.74,164.946302554835
"PA",4,"t200",26.814,7.305,4.673,1.563,83.5238307431931
"PA",4,"t200",16.176,4.966,4.147,1.197,44.7170770795604
"PA",4,"t200",44.695,9.289,6.126,1.516,182.524669247796
"PA",4,"t200",12.161,4.11,3.768,1.091,30.5535890091222
"PA",4,"t200",40.873,9.43,5.518,1.709,150.339709709913
"PA",4,"t200",49.143,9.796,6.388,1.534,209.303848427122
"PA",4,"t200",38.569,9.458,5.192,1.821,133.49570695017
"PA",4,"t200",38.826,9.155,5.4,1.696,139.779824413967
"PA",4,"t200",18.507,7.534,3.128,2.409,38.5973712282779
"PA",4,"t200",35.656,8.403,5.403,1.555,128.440776045811
"PA",4,"t200",22.585,6.424,4.477,1.435,67.4183847694752
"PA",4,"t200",24.098,6.64,4.621,1.437,74.2401154735798
"PA",4,"t200",25.387,6.363,5.08,1.252,85.9781250532634
"PA",4,"t200",42.097,8.734,6.137,1.423,172.236049797119
"PA",4,"t200",40.039,8.623,5.912,1.459,157.806853003815
"PA",4,"t200",24.039,7.736,3.957,1.955,63.42305885009
"PA",4,"t200",55.916,10.016,7.108,1.409,264.964552149145
"PA",4,"t200",17.25,5.865,3.745,1.566,43.0695449075189
"PA",4,"t200",39.018,9.348,5.314,1.759,138.21667022493
"PA",4,"t200",21.409,6.835,3.988,1.714,56.9177128736923
"PA",4,"t200",31.085,7.963,4.97,1.602,102.98835361255
"PA",4,"t200",39.408,8.799,5.703,1.543,149.843767249378
"PA",4,"t200",48.854,10.312,6.032,1.71,196.4555002183
"PA",4,"t200",50.378,9.961,6.439,1.547,216.241184982937
"PA",4,"t200",40.729,8.79,5.9,1.49,160.21070099769
"PA",4,"t200",42.605,8.698,6.237,1.395,177.161567311294
"PA",4,"t200",45.385,8.732,6.618,1.319,200.246933867447
"PA",4,"t200",43.995,9.889,5.665,1.746,166.16931424375
"PA",4,"t200",25.167,7.78,4.119,1.889,69.1133275618641
"PA",4,"t200",38.542,9.073,5.409,1.678,138.989981165571
"PA",4,"t200",18.416,6.491,3.612,1.797,44.341023627053
"PA",4,"t200",50.698,10.242,6.303,1.625,213.048268076235
"PA",4,"t200",39.248,9.484,5.269,1.8,137.862631747884
"PA",4,"t200",32.224,7.913,5.185,1.526,111.38771872879
"PA",4,"t200",42.509,9.226,5.867,1.573,166.281620782289
"PA",4,"t200",35.233,8.105,5.535,1.464,130.013033631022
"PA",4,"t200",43.733,9.893,5.629,1.758,164.130438093486
"PA",4,"t200",54.569,10.959,6.34,1.729,230.647135344107
"PA",4,"t200",53.654,10.008,6.826,1.466,244.1622322818
"PA",4,"t200",37.537,8.693,5.498,1.581,137.587117762488
"PA",4,"t200",51.826,10.209,6.464,1.579,223.34926192946
"PA",4,"t200",47.293,9.133,6.593,1.385,207.863497987503
"PA",4,"t200",38.997,9.242,5.373,1.72,139.700598797376
"PA",4,"t200",42.156,9.355,5.738,1.63,161.273682235009
"PA",4,"t200",51.329,9.152,7.141,1.282,244.361453606948
"PA",4,"t200",56.044,10.476,6.811,1.538,254.457861290658
"PA",4,"t200",40.648,7.804,6.632,1.177,179.723520901375
"PA",4,"t200",48.961,10.163,6.134,1.657,200.220292355402
"PA",4,"t200",40.531,8.224,6.275,1.311,169.554446811948
"PA",4,"t200",33.475,8.402,5.073,1.656,113.216838707271
"PA",4,"t200",46.946,9.624,6.211,1.549,194.391510819342
"PA",4,"t200",45.176,9.148,6.288,1.455,189.386860316341
"PA",4,"t200",48.218,9.79,6.271,1.561,201.583469495564
"PA",4,"t200",49.351,10.358,6.067,1.707,199.628488678619
"PA",4,"t200",38.312,9.047,5.392,1.678,137.721891792017
"PA",4,"t200",48.907,9.924,6.274,1.582,204.538189135627
"PA",4,"t200",35.287,8.365,5.371,1.558,126.349891221867
"PA",4,"t200",15.534,5.226,3.785,1.381,39.2012391591104
"PA",4,"t200",40.381,8.367,6.145,1.361,165.429198551803
"PA",4,"t200",43.049,9.58,5.721,1.674,164.175378768557
"PA",4,"t200",26.327,7.235,4.633,1.562,81.3133320995525
"PA",4,"t200",36.345,7.651,6.048,1.265,146.534669542335
"PA",4,"t200",42.664,8.536,6.364,1.341,181.014502356354
"PA",4,"t200",37.585,9.242,5.178,1.785,129.744416936376
"PA",4,"t200",20.314,5.823,4.442,1.311,60.1592648961688
"PA",4,"t200",34.159,8.185,5.314,1.54,121.02090776541
"PA",4,"t200",41.081,9.739,5.371,1.813,147.103597203797
"PA",4,"t200",47.865,9.396,6.486,1.449,206.964338198286
"PA",4,"t200",35.014,8.661,5.147,1.683,120.136506126046
"PA",4,"t200",18.672,5.963,3.987,1.495,49.631328809493
"PA",4,"t200",31.235,7.493,5.307,1.412,110.497519826298
"PA",4,"t200",41.648,9.05,5.859,1.545,162.665029967381
"PA",4,"t200",25.975,7.426,4.454,1.667,77.1354455779922
"PA",4,"t200",46.855,9.716,6.14,1.582,191.788636115701
"PA",4,"t200",51.687,10.204,6.45,1.582,222.273916302895
"PA",4,"t200",40.002,8.979,5.672,1.583,151.2512728813
"PA",4,"t200",49.512,10.153,6.209,1.635,204.944528472797
"PA",4,"t200",49.25,9.567,6.554,1.46,215.17274999889
"PA",4,"t200",32.074,7.381,5.533,1.334,118.313735930972
"PA",4,"t200",27.717,7.339,4.809,1.526,88.8679299774148
"PA",4,"t200",42.888,9.737,5.608,1.736,160.339233170611
"PA",4,"t200",22.767,6.413,4.52,1.419,68.6019928414191
"PA",4,"t200",60.064,11.217,6.818,1.645,273.016777329442
"PA",4,"t200",47.245,9.235,6.514,1.418,205.178112623737
"PA",4,"t200",44.326,9.583,5.89,1.627,174.072713797754
"PA",4,"t200",35.72,7.52,6.048,1.243,144.025711012725
"PA",4,"t200",47.71,8.986,6.76,1.329,215.009885766318
"PA",4,"t200",36.516,8.533,5.448,1.566,132.609478072031
"PA",4,"t200",27.161,7.216,4.792,1.506,86.7618423724378
"PA",4,"t200",42.712,10.09,5.39,1.872,153.485487844564
"PA",4,"t200",46.646,8.904,6.671,1.335,207.474943476522
"PA",4,"t200",24.932,7.013,4.527,1.549,75.2529362712574
"PA",4,"t200",39.777,8.409,6.023,1.396,159.723456921298
"PA",4,"t200",31.347,7.744,5.154,1.502,107.709198715255
"PA",4,"t200",48.068,10.441,5.862,1.781,187.85914710633
"PA",4,"t200",48.613,9.173,6.748,1.359,218.705731072196
"PA",4,"t200",38.633,7.992,6.155,1.298,158.529544605045
"PA",4,"t200",41.643,8.537,6.211,1.374,172.435611789768
"PA",4,"t200",30.005,7.547,5.062,1.491,101.255180911106
"PA",4,"t200",26.648,7.212,4.705,1.533,83.593709165025
"PA",4,"t200",25.787,7.004,4.688,1.494,80.5972021067555
"PA",4,"t200",51.088,9.137,7.119,1.284,242.460073844323
"PA",4,"t200",35.249,8.983,4.996,1.798,117.399130773745
"PA",4,"t200",45.737,9.55,6.098,1.566,185.941715716905
"PA",4,"t200",28.241,8.298,4.333,1.915,81.5735627890852
"PA",4,"t200",36.297,7.939,5.821,1.364,140.850898854205
"PA",4,"t200",59.957,10.874,7.021,1.549,280.663474337552
"PA",4,"t200",48.881,10.06,6.186,1.626,201.565608687862
"PA",4,"t200",18.453,5.348,4.393,1.217,54.0396375417675
"PA",4,"t200",28.797,7.129,5.143,1.386,98.7325345026216
"PA",4,"t200",18.004,5.659,4.051,1.397,48.6253569712559
"PA",4,"t200",53.312,9.906,6.853,1.446,243.589413412785
"PA",4,"t200",18.753,5.942,4.018,1.479,50.2286070753762
"PA",4,"t200",27.723,6.619,5.333,1.241,98.5675974168482
"PA",4,"t200",34.79,7.478,5.924,1.262,137.408684806223
"PA",4,"t200",37.35,8.325,5.713,1.457,142.26933863233
"PA",4,"t200",20.116,6.242,4.103,1.521,55.020612480195
"PA",4,"t200",48.378,10.26,6.004,1.709,193.654391633969
"PA",4,"t200",54.098,9.517,7.238,1.315,261.057304317236
"PA",4,"t200",44.396,9.364,6.036,1.551,178.63168280978
"PA",4,"t200",21.778,7.154,3.876,1.846,56.2749470296288
"PA",4,"t200",45.433,9.063,6.383,1.42,193.339366465564
"PA",4,"t200",37.297,8.48,5.6,1.514,139.242088471427
"PA",4,"t200",49.8,8.92,7.108,1.255,235.970827193527
"PA",4,"t200",25.729,7.769,4.216,1.843,72.3044368909247
"PA",4,"t200",43.428,8.593,6.435,1.335,186.311875036321
"PA",4,"t200",35.746,9.364,4.861,1.926,115.854063104323
"PA",4,"t200",35.014,8.923,4.996,1.786,116.614988744754
"PA",4,"t200",52.029,9.969,6.645,1.5,230.483684993495
"PA",4,"t200",44.941,10.198,5.611,1.817,168.110239682501
"PA",4,"t200",42.92,10.44,5.234,1.995,149.749905701884
"PA",4,"t200",51.864,9.621,6.863,1.402,237.272187794669
"PA",4,"t200",39.595,8.926,5.648,1.58,149.088752534898
"PA",4,"t200",19.827,7.051,3.58,1.969,47.3168026517727
"PA",4,"t200",53.179,9.998,6.772,1.476,240.074290250633
"PA",4,"t200",53.061,9.831,6.872,1.431,243.087495998546
"PA",4,"t200",27.124,6.598,5.234,1.261,94.6407928947346
"PA",4,"t200",33.854,8.235,5.234,1.573,118.121692859676
"PA",4,"t200",41.343,9.787,5.379,1.82,148.269321164752
"PA",4,"t200",31.171,7.362,5.391,1.366,112.029680933033
"PA",4,"t200",20.902,5.892,4.517,1.304,62.945044020503
"PA",4,"t200",16.117,5.2,3.946,1.318,42.3951452732286
"PA",4,"t200",22.869,6.381,4.563,1.399,69.5646019574606
"PA",4,"t200",33.726,7.473,5.746,1.3,129.188795142405
"PA",4,"t200",34.891,7.835,5.67,1.382,131.88753184298
"PA",4,"t200",22.74,6.714,4.313,1.557,65.394146441877
"PA",4,"t200",44.823,10.004,5.705,1.754,170.48399072343
"PA",4,"t200",45.31,9.47,6.092,1.555,184.021425522146
"PA",4,"t200",62.806,10.742,7.445,1.443,311.754818388002
"PA",4,"t200",50.19,9.96,6.416,1.552,214.677570273593
"PA",4,"t200",27.386,7.313,4.768,1.534,87.0495818321346
"PA",4,"t200",36.217,8.238,5.597,1.472,135.12354288665
"PA",4,"t200",24.189,6.777,4.544,1.491,73.2677328737885
"PA",4,"t200",14.016,4.989,3.577,1.395,33.4233522905949
"PA",4,"t200",48.245,9.527,6.448,1.478,207.398134229533
"PA",4,"t200",39.285,9.265,5.399,1.716,141.406932357035
"PA",4,"t200",36.126,8.621,5.336,1.616,128.525087799854
"PA",4,"t200",30.7,8.507,4.595,1.851,94.0472468660566
"PA",4,"t200",46.304,8.814,6.689,1.318,206.487639881375
"PA",4,"t200",14.973,5.152,3.7,1.392,36.9298824098706
"PA",4,"t200",21.96,6.403,4.367,1.466,63.9364483936127
"PA",4,"t200",28.851,6.866,5.35,1.283,102.898723084025
"PA",4,"t200",45.898,8.256,7.079,1.166,216.626773496397
"PA",4,"t200",39.889,8.516,5.964,1.428,158.602323230546
"PA",4,"t200",39.36,9.193,5.451,1.687,143.023778215966
"PA",4,"t200",48.854,10.415,5.972,1.744,194.490097796045
"PA",4,"t200",44.348,9.158,6.166,1.485,182.30824162284
"PA",4,"t200",47.48,9.197,6.573,1.399,208.052085436209
"PA",4,"t200",37.655,9.075,5.283,1.718,132.619222477199
"PA",4,"t200",49.383,8.827,7.123,1.239,234.49718713439
"PA",4,"t200",33.512,7.473,5.71,1.309,127.575071691468
"PA",4,"t200",48.656,9.319,6.648,1.402,215.650244857194
"PA",4,"t200",31.475,7.998,5.011,1.596,105.15473362858
"PA",4,"t200",32.411,8.177,5.047,1.62,109.058427041092
"PA",4,"t200",16.507,5.579,3.767,1.481,41.4520701195401
"PA",4,"t200",41.915,9.447,5.649,1.672,157.846765543089
"PA",4,"t200",25.745,6.715,4.882,1.375,83.799261142851
"PA",4,"t200",41.488,8.947,5.904,1.515,163.293447197515
"PA",4,"t200",47.224,8.893,6.761,1.315,212.847614173841
"PA",4,"t200",34.196,8.598,5.064,1.698,115.447214061023
"PA",4,"t200",44.61,9.532,5.959,1.6,177.22681260391
"PA",4,"t200",46.983,9.251,6.467,1.431,202.578347983202
"PA",4,"t200",50.768,10.502,6.155,1.706,208.317977657931
"PA",4,"t200",51.286,9.571,6.823,1.403,233.29567150261
"PA",4,"t200",34.469,8.691,5.05,1.721,116.05159893988
"PA",4,"t200",27.781,6.978,5.069,1.377,93.8802353934608
"PA",4,"t200",44.93,8.842,6.47,1.367,193.801749943285
"PA",4,"t200",53.232,9.968,6.799,1.466,241.266338856314
"PA",4,"t200",21.65,6.868,4.014,1.711,57.9406876396891
"PA",4,"t200",42.151,9.643,5.566,1.733,156.42176899249
"PA",4,"t200",41.996,8.692,6.152,1.413,172.246733056256
"PA",4,"t200",56.584,10.678,6.747,1.583,254.512993574516
"PA",4,"t200",48.865,8.961,6.943,1.291,226.177516019501
"PA",4,"t200",39.991,9.338,5.453,1.713,145.386301051337
"PA",4,"t200",11.231,4.255,3.361,1.266,25.1672180377746
"PA",4,"t200",44.299,8.661,6.513,1.33,192.366222694525
"PA",4,"t200",49.185,9.291,6.741,1.378,221.059781623846
"PA",4,"t200",57.343,10.223,7.142,1.431,273.033964283322
"PA",4,"t200",5.864,2.79,2.676,1.043,10.4610443612718
"PA",4,"t200",12.781,4.4,3.699,1.19,31.5224497746403
"PA",4,"t200",37.532,8.95,5.34,1.676,133.630062546785
"PA",4,"t200",42.343,9.551,5.645,1.692,159.358546490588
"PA",4,"t200",26.049,6.98,4.752,1.469,82.5290619620653
"PA",4,"t200",29.337,7.665,4.873,1.573,95.3023487934783
"PA",4,"t200",50.1,9.707,6.571,1.477,219.455558969034
"PA",4,"t200",27.856,7.143,4.965,1.439,92.197209814448
"PA",4,"t200",41.744,9.591,5.542,1.731,154.239481351365
"PA",4,"t200",54.44,9.931,6.979,1.423,253.266647045385
"PA",4,"t200",22.398,6.313,4.517,1.398,67.4426447558444
"PA",4,"t200",15.802,5.511,3.651,1.51,38.4638452964376
"PA",4,"t200",55.237,10.606,6.631,1.599,244.178994436852
"PA",4,"t200",42.028,8.312,6.437,1.291,180.331325581858
"PA",4,"t200",35.934,8.035,5.694,1.411,136.401588811887
"PA",4,"t200",36.126,7.277,6.321,1.151,152.237827547461
"PA",4,"t200",55.055,9.979,7.025,1.42,257.856629786783
"PA",4,"t200",42.3,8.711,6.183,1.409,174.367334649647
"PA",4,"t200",13.883,5.188,3.407,1.523,31.5313711710214
"PA",4,"t200",41.498,9.307,5.677,1.639,157.052959512234
"PA",4,"t200",48.432,9.205,6.699,1.374,216.292953363526
"PA",4,"t200",45.935,9.363,6.247,1.499,191.318363606644
"PA",4,"t200",47.25,10.358,5.808,1.783,182.94803296928
"PA",4,"t200",34.517,8.598,5.111,1.682,117.600136275334
"PA",4,"t200",29.781,7.772,4.879,1.593,96.8708366083527
"PA",4,"t200",44.551,10.069,5.633,1.787,167.287875436645
"PA",4,"t200",35.121,9.031,4.952,1.824,115.95667044207
"PA",4,"t200",47.603,9.205,6.585,1.398,208.994074877991
"PA",4,"t200",46.481,10.276,5.759,1.784,178.450132585166
"PA",4,"t200",56.103,10.469,6.823,1.534,255.184660428463
"PA",4,"t200",6.281,2.901,2.757,1.052,11.5456897539714
"PA",4,"t200",19.501,5.722,4.339,1.319,56.4060614293951
"PA",4,"t200",46.577,9.698,6.115,1.586,189.877596115364
"PA",4,"t200",38.286,9.168,5.317,1.724,135.708342929249
"PA",4,"t200",42.723,8.675,6.271,1.383,178.624780170993
"PA",4,"t200",11.605,4.454,3.318,1.342,25.6744765736911
"PA",4,"t200",27.017,7.689,4.474,1.719,80.5861564701419
"PA",4,"t200",31.299,7.942,5.018,1.583,104.710400089245
"PA",4,"t200",20.249,5.457,4.725,1.155,63.7905287232452
"PA",4,"t200",29.503,7.313,5.136,1.424,101.00531464309
"PA",4,"t200",44.888,8.694,6.574,1.322,196.733200701917
"PA",4,"t200",39.365,9.428,5.316,1.774,139.504475529737
"PA",4,"t200",17.785,5.92,3.825,1.547,45.3506178305281
"PA",4,"t200",26.504,6.816,4.951,1.377,87.4810640343159
"PA",4,"t200",31.336,7.305,5.462,1.337,114.109613450798
"PA",4,"t200",29.567,7.581,4.966,1.527,97.8900497862913
"PA",4,"t200",51.677,9.724,6.767,1.437,233.150271461615
"PA",4,"t200",45.005,8.348,6.864,1.216,205.937583509896
"PA",4,"t200",42.787,8.822,6.175,1.429,176.132540621003
"PA",4,"t200",48.774,9.079,6.84,1.327,222.407199627861
"PA",4,"t200",34.806,8.612,5.146,1.674,119.410414866558
"PA",4,"t200",55.349,9.768,7.215,1.354,266.242231166729
"PA",4,"t200",45.321,9.164,6.297,1.455,190.261575824986
"PA",4,"t200",30.219,7.493,5.135,1.459,103.45113284298
"PA",4,"t200",38.526,9.169,5.35,1.714,137.413106897382
"PA",4,"t200",44.77,8.788,6.487,1.355,193.631703581707
"PA",4,"t200",44.834,9.24,6.178,1.496,184.657266114763
"PA",4,"t200",54.136,10.241,6.73,1.522,242.868458815936
"PA",4,"t200",45.358,9.24,6.25,1.478,188.986433067511
"PA",4,"t200",24.376,6.855,4.528,1.514,73.590019464475
"PA",4,"t200",53.617,10.38,6.577,1.578,235.099475128432
"PA",4,"t200",47.004,9.957,6.011,1.656,188.373837578135
"PA",4,"t200",54.237,9.792,7.052,1.388,254.973258609814
"PA",4,"t200",22.377,6.627,4.3,1.541,64.1582491981047
"PA",4,"t200",27.926,7.236,4.914,1.473,91.4887059435698
"PA",4,"t200",10.857,3.931,3.517,1.118,25.4592967259819
"PA",4,"t200",37.96,8.926,5.415,1.648,137.041601968382
"PA",4,"t200",41.83,8.731,6.1,1.431,170.107037251751
"PA",4,"t200",25.306,8.158,3.949,2.066,66.6126315267
"PA",4,"t200",41.546,8.845,5.98,1.479,165.614679137638
"PA",4,"t200",43.156,8.651,6.352,1.362,182.762004708027
"PA",4,"t200",42.477,8.488,6.371,1.332,180.392801565428
"PA",4,"t200",21.388,6.519,4.178,1.56,59.5821917232233
"PA",4,"t200",41.792,9.471,5.619,1.686,156.571431808196
"PA",4,"t200",32.833,7.737,5.403,1.432,118.260893046108
"PA",4,"t200",48.576,9.52,6.497,1.465,210.407542629687
"PA",4,"t200",30.85,7.795,5.039,1.547,103.634285741661
"PA",4,"t200",33.998,8.12,5.331,1.523,120.829232422246
"PA",4,"t200",42.728,9.373,5.804,1.615,165.322531529171
"PA",4,"t200",41.29,8.736,6.018,1.452,165.659220881231
"PA",4,"t200",20.682,6.03,4.367,1.381,60.2118981436022
"PA",4,"t200",36.26,8.559,5.394,1.587,130.389774102195
"PA",4,"t200",31.914,7.317,5.554,1.317,118.179848301286
"PA",4,"t200",8.708,3.485,3.182,1.095,18.4757363141956
"PA",4,"t200",43.471,8.488,6.521,1.302,188.987201295823
"PA",4,"t200",48.966,8.812,7.075,1.246,230.954271631449
"PA",4,"t200",38.344,8.073,6.047,1.335,154.565837710401
"PA",4,"t200",39.814,8.79,5.767,1.524,153.069054716281
"PA",4,"t200",37.206,8.055,5.881,1.369,145.870182353339
"PA",4,"t200",21.741,6.221,4.45,1.398,64.5028413332984
"PA",4,"t200",41.188,8.846,5.928,1.492,162.765346578288
"PA",4,"t200",37.414,8.494,5.609,1.514,139.920632279547
"PA",4,"t200",9.868,4.246,2.959,1.435,19.465633511895
"PA",4,"t200",12.113,4.228,3.647,1.159,29.4445639783083
"PA",4,"t200",60.673,10.669,7.241,1.473,292.900040950454
"PA",4,"t200",44.38,9.479,5.961,1.59,176.359715368962
"PA",4,"t200",17.074,5.634,3.858,1.46,43.9076214803149
"PA",4,"t200",35.335,8.042,5.594,1.438,131.7672903226
"PA",4,"t200",20.672,7.016,3.751,1.87,51.6871196386081
"PA",4,"t200",34.276,8.204,5.32,1.542,121.575912697191
"PA",4,"t200",11.445,4.349,3.351,1.298,25.5703625453857
"PA",4,"t200",24.125,7.266,4.228,1.719,68.0086216722174
"PA",4,"t200",42.61,8.457,6.415,1.318,182.225132347943
"PA",4,"t200",25.52,7.206,4.509,1.598,76.710241625676
"PA",4,"t200",48.453,9.985,6.178,1.616,199.54575780908
"PA",4,"t200",46.128,9.264,6.34,1.461,194.973543373283
"PA",4,"t200",46.283,9.435,6.246,1.511,192.727854436096
"PA",4,"t200",31.962,9.501,4.283,2.218,91.256559071269
"PA",4,"t200",29.198,7.677,4.842,1.585,94.2409668692457
"PA",4,"t200",40.488,9.448,5.456,1.731,147.260825344273
"PA",4,"t200",14.032,5.357,3.335,1.606,31.1969362305625
"PA",4,"t200",38.906,9.178,5.398,1.7,140.027210128595
"PA",4,"t200",38.43,8.773,5.578,1.573,142.923542319382
"PA",4,"t200",35.511,7.684,5.884,1.306,139.293646145397
"PA",4,"t200",34.902,9.321,4.768,1.955,110.951613873558
"PA",4,"t200",50.597,9.69,6.648,1.458,224.235526630133
"PA",4,"t200",37.73,8.526,5.634,1.513,141.702540303622
"PA",4,"t200",46.721,9.281,6.41,1.448,199.668453422261
"PA",4,"t200",34.939,9.145,4.864,1.88,113.284231975899
"PA",4,"t200",32.325,8.436,4.879,1.729,105.146986313441
"PA",4,"t200",36.495,8.83,5.263,1.678,128.06370609592
"PA",4,"t200",19.202,5.504,4.442,1.239,56.8635744441891
"PA",4,"t200",40.488,9.084,5.675,1.601,153.181909725061
"PA",4,"t200",34.891,9.687,4.586,2.113,106.673371817281
"PA",4,"t200",35.73,8.221,5.534,1.485,131.826153487543
"PA",4,"t200",12.177,4.588,3.38,1.357,27.4445068967246
"PA",4,"t200",16.534,6.436,3.271,1.968,36.0558506374506
"PA",4,"t200",35.362,8.675,5.19,1.672,122.349675396237
"PA",4,"t200",40.146,8.768,5.83,1.504,156.040119045045
"PA",4,"t200",44.508,10.142,5.588,1.815,165.819279363687
"PA",4,"t200",44.936,11.122,5.144,2.162,154.093185375794
"PA",4,"t200",35.116,8.603,5.197,1.655,121.661727513776
"PA",4,"t200",30,7.231,5.283,1.369,105.671581017369
"PA",4,"t200",34.629,7.303,6.038,1.21,139.407500409977
"PA",4,"t200",41.236,8.487,6.187,1.372,170.10342436941
"PA",4,"t200",40.953,8.292,6.289,1.318,171.720089116049
"PA",4,"t200",25.285,6.761,4.762,1.42,80.2764835666438
"PA",4,"t200",47.336,10.566,5.704,1.852,179.998241534094
"PA",4,"t200",36.302,8.085,5.717,1.414,138.361426519032
"PA",4,"t200",38.537,7.721,6.355,1.215,163.268831495941
"PA",4,"t200",22.634,6.16,4.678,1.317,70.5829441115573
"PA",4,"t200",8.136,3.664,2.827,1.296,15.3322433719471
"PA",4,"t200",14.102,6.523,2.753,2.37,25.8856111883661
"PA",4,"t200",46.78,9.053,6.58,1.376,205.230985177802
"PA",4,"t200",24.264,7.313,4.224,1.731,68.3190808451472
"PA",4,"t200",21.987,7.165,3.907,1.834,57.2666316862103
"PA",4,"t200",33.336,7.405,5.732,1.292,127.39020855687
"PA",4,"t200",29.006,7.809,4.729,1.651,91.4392537738973
"PA",4,"t200",53.494,9.686,7.032,1.378,250.784569405137
"PA",4,"t200",30.508,9.463,4.105,2.306,83.4937150328448
"PA",4,"t200",19.538,6.739,3.692,1.825,48.0969418393336
"PA",4,"t200",15.299,5.723,3.404,1.681,34.7217392266346
"PA",4,"t200",39.408,8.339,6.017,1.386,158.078431886278
"PA",4,"t200",27.91,7.097,5.007,1.417,93.1598134793026
