"Condition","Line","EvoTime","Replicate","Area","Radius","Volume"
"PM",1,"t1000","C",2879.41,30.2744887549975,116230.220888036
"PM",1,"t1000","C",1765.069,23.7031414056563,55783.5734636538
"PM",1,"t1000","C",2497.335,28.1944395158477,93881.2808110795
"PM",1,"t1000","C",2513.015,28.2828131314436,94766.844855353
"PM",1,"t1000","C",2078.673,25.7227946779373,71292.3717087626
"PM",1,"t1000","C",1492.756,21.7981419497206,43385.7429123962
"PM",1,"t1000","C",2265.791,26.8556078934411,81132.2595526505
"PM",1,"t1000","C",2008.635,25.2857346785649,67719.7489014389
"PM",1,"t1000","C",1300.412,20.3453679178342,35276.4807796887
"PM",1,"t1000","C",2918.087,30.477138002844,118579.920271073
"PM",1,"t1000","C",1527.775,22.0523442373921,44921.360289709
"PM",1,"t1000","C",3803.497,34.7949809192416,176456.807388524
"PM",1,"t1000","C",1949.05,24.9078679068787,64728.9065918692
"PM",1,"t1000","C",2692.815,29.2771179620536,105117.149873317
"PM",1,"t1000","C",2249.588,26.7594114329972,80263.5344623111
"PM",1,"t1000","C",2245.406,26.7345268949424,80039.8227960868
"PM",1,"t1000","C",5631.809,42.3398214663081,317933.05012313
"PM",1,"t1000","C",2206.206,26.5001354856536,77953.0105456825
"PM",1,"t1000","C",1877.444,24.4460423372873,61194.7673465146
"PM",1,"t1000","C",1614.016,22.6662138271661,48778.1757019565
"PM",1,"t1000","C",2928.018,30.5289547204632,119185.771923601
"PM",1,"t1000","C",1845.038,24.2341460708804,59617.2271977667
"PM",1,"t1000","C",2543.33,28.4528923455564,96486.7929189652
"PM",1,"t1000","C",2472.769,28.0554240557652,92499.4438492671
"PM",1,"t1000","C",1734.754,23.4987095027977,54352.6404064218
"PM",1,"t1000","C",894.817,16.8768805596686,20135.6261756814
"PM",1,"t1000","C",2172.232,26.2953022550567,76159.3293441416
"PM",1,"t1000","C",3136.565,31.5974626854446,132143.327397295
"PM",1,"t1000","C",1202.15,19.5616008975708,31354.638025353
"PM",1,"t1000","C",2299.242,27.0531229126878,82935.5685760187
"PM",1,"t1000","C",1931.279,24.7940557125926,63845.6521634135
"PM",1,"t1000","C",2317.013,27.1574694019226,83898.9462018093
"PM",1,"t1000","C",2081.287,25.7389632286501,71426.8927483567
"PM",1,"t1000","C",2430.433,27.8142203127704,90134.1318899033
"PM",1,"t1000","C",2159.165,26.2160936335302,75473.1624136551
"PM",1,"t1000","C",2045.745,25.5182455923415,69605.0977724063
"PM",1,"t1000","C",1073.572,18.4859022265646,26461.2627002365
"PM",1,"t1000","C",2153.416,26.1811688407213,75171.9305070808
"PM",1,"t1000","C",2344.714,27.3193273429918,85408.0123889276
"PM",1,"t1000","C",2019.089,25.351449461223,68249.110321615
"PM",1,"t1000","C",2606.051,28.8015936572814,100077.895936203
"PM",1,"t1000","C",1345.885,20.6980313355273,37142.8932053549
"PM",1,"t1000","C",1847.652,24.251307136467,59743.9681777433
"PM",1,"t1000","C",1888.943,24.5207918171022,61757.8374098301
"PM",1,"t1000","C",2587.235,28.6974298218624,98995.9931268884
"PM",1,"t1000","C",1910.372,24.6594868942705,62811.7243962419
"PM",1,"t1000","C",1174.448,19.3349013239991,30277.1149202241
"PM",1,"t1000","C",1569.589,22.3520848232403,46778.1152874999
"PM",1,"t1000","C",2297.674,27.0438967130747,82850.7444484231
"PM",1,"t1000","C",1543.456,22.1652273547936,45614.7375361603
"PM",1,"t1000","C",3390.062,32.8495091192546,148482.496778451
"PM",1,"t1000","C",3299.639,32.4084512826145,142581.58637562
"PM",1,"t1000","C",1954.8,24.9445818868963,65015.5582300065
"PM",1,"t1000","C",1882.148,24.4766483747479,61424.8997136467
"PM",1,"t1000","C",1387.176,21.0131348131802,38865.2217301441
"PM",1,"t1000","C",1745.73,23.5729318839984,54869.2991704701
"PM",1,"t1000","C",2479.564,28.0939448035591,92880.9788705229
"PM",1,"t1000","C",1841.902,24.2135419957861,59465.2952388298
"PM",1,"t1000","C",1043.257,18.2230353380122,25348.4122368382
"PM",1,"t1000","C",2626.435,28.9140143515065,101254.372377732
"PM",1,"t1000","C",1551.296,22.2214502946448,45962.7292750417
"PM",1,"t1000","C",2343.669,27.313238779802,85350.921357093
"PM",1,"t1000","C",1620.811,22.7138760438512,49086.533526014
"PM",1,"t1000","C",1035.939,18.1590094769332,25082.168158033
"PM",1,"t1000","C",2192.616,26.4183903636228,77233.8472073669
"PM",1,"t1000","C",4390.982,37.3857323140135,218880.103530202
"PM",1,"t1000","C",1939.12,24.8443367087293,64234.8669315081
"PM",1,"t1000","C",1318.183,20.483912729247,36002.0607109027
"PM",1,"t1000","C",2319.103,27.1697149778662,84012.490019086
"PM",1,"t1000","C",759.968,15.5533060017259,15760.0198073595
"PM",1,"t1000","C",1882.671,24.4800488506768,61450.5040663368
"PM",1,"t1000","C",2785.328,29.7757861132922,110580.441044485
"PM",1,"t1000","C",3286.572,32.3442167822137,141735.462984471
"PM",1,"t1000","C",1842.948,24.2204163490772,59515.9571595988
"PM",1,"t1000","C",1113.295,18.8247922893981,27943.3961757673
"PM",1,"t1000","C",1890.511,24.5309669854086,61834.7505687356
"PM",1,"t1000","C",1939.642,24.8476804603025,64260.8061645095
"PM",1,"t1000","C",2545.421,28.4645862221784,96605.8073683249
"PM",1,"t1000","C",3076.458,31.2932420153172,128363.126325278
"PM",1,"t1000","C",1886.329,24.5038194838108,61629.6870707697
"PM",1,"t1000","C",3448.601,33.1319150035628,152345.006950935
"PM",1,"t1000","C",1912.463,24.6729787391128,62914.8785844531
"PM",1,"t1000","C",2431.478,27.8201992343403,90192.2698585538
"PM",1,"t1000","C",1205.808,19.5913401083107,31497.8595110959
"PM",1,"t1000","C",2430.955,27.8172070734629,90163.1714950268
"PM",1,"t1000","C",2487.404,28.1383241173512,93321.8399503943
"PM",1,"t1000","C",2675.044,29.1803521427798,104078.30122324
"PM",1,"t1000","C",2942.13,30.6024356128383,120048.458519467
"PM",1,"t1000","C",2502.039,28.2209806583224,94146.6589671577
"PM",1,"t1000","C",3058.687,31.2027292210448,127252.509643906
"PM",1,"t1000","C",1927.621,24.7705636010868,63664.3447723873
"PM",1,"t1000","C",3360.269,32.7048443343936,146529.432755585
"PM",1,"t1000","C",2320.671,27.1788984670097,84097.7086457786
"PM",1,"t1000","C",2185.822,26.3774288367541,76875.1523397486
"PM",1,"t1000","C",2045.745,25.5182455923415,69605.0977724063
"PM",1,"t1000","C",1851.31,24.2753017569486,59921.4785275421
"PM",1,"t1000","C",2785.328,29.7757861132922,110580.441044485
"PM",1,"t1000","C",2545.421,28.4645862221784,96605.8073683249
"PM",1,"t1000","C",3014.259,30.9752875566712,124490.052393712
"PM",1,"t1000","C",2083.377,25.7518833437076,71534.5086199515
"PM",1,"t1000","C",3286.572,32.3442167822137,141735.462984471
"PM",1,"t1000","C",3769,34.6368295464049,174061.614080533
"PM",1,"t1000","C",2165.437,26.2541426256537,75802.255793157
"PM",1,"t1000","C",2050.449,25.5475671604102,69845.3113819945
"PM",1,"t1000","C",2412.139,27.709343019088,89118.3826142933
"PM",1,"t1000","C",837.846,16.330788863357,18243.5815013443
"PM",1,"t1000","C",2177.459,26.3269201856174,76434.3857339391
"PM",1,"t1000","C",1801.656,23.9475450997037,57526.984418869
"PM",1,"t1000","C",1971.003,25.0477492122129,65825.5851206922
"PM",1,"t1000","C",2211.433,26.5315093150216,78230.2069853949
"PM",1,"t1000","C",2326.421,27.212548644432,84410.459506571
"PM",1,"t1000","C",2329.034,27.2278267119904,84552.7122111118
"PM",1,"t1000","C",1882.148,24.4766483747479,61424.8997136467
"PM",1,"t1000","C",2568.941,28.5957919513147,97947.8698282697
"PM",1,"t1000","C",1873.263,24.4188069389622,60990.4633905348
"PM",1,"t1000","C",1714.37,23.3602422842081,53397.4647530372
"PM",1,"t1000","C",1852.878,24.2855797808586,59997.6219909304
"PM",1,"t1000","C",1563.317,22.3073812075552,46498.011023002
"PM",1,"t1000","C",2778.534,29.73944924335,110176.09448523
"PM",1,"t1000","C",2529.218,28.3738452401855,95684.8534809218
"PM",1,"t1000","C",1786.499,23.8465991989939,56802.5674965378
"PM",1,"t1000","C",2068.22,25.6580371970079,70755.2875887941
"PM",1,"t1000","C",2261.087,26.8277159971111,80879.7331743465
"PM",1,"t1000","C",2263.7,26.8432130966888,81019.975315966
"PM",1,"t1000","C",1010.851,17.9377776426951,24176.5606238613
"PM",1,"t1000","C",3509.231,33.4218928279448,156380.189854002
"PM",1,"t1000","C",2790.032,29.8009189182001,110860.689881578
"PM",1,"t1000","C",2356.213,27.3862354451058,86037.071969092
"PM",1,"t1000","C",2260.564,26.8246131295714,80851.6730061819
"PM",1,"t1000","C",2333.216,27.2522608126775,84780.5479524163
"PM",1,"t1000","C",688.884,14.8080581992993,13601.3791527548
"PM",1,"t1000","C",1301.458,20.3535487778663,35319.0518471258
"PM",1,"t1000","C",2187.912,26.3900363717095,76985.4363441328
"PM",1,"t1000","C",2469.111,28.0346649950583,92294.2662941511
"PM",1,"t1000","C",2566.851,28.5841573194095,97828.3637326447
"PM",1,"t1000","C",1859.15,24.3266484518232,60302.5179589429
"PM",1,"t1000","C",1848.697,24.2581642268807,59794.6605756556
"PM",1,"t1000","C",1496.938,21.8286546631759,43568.1902055803
"PM",1,"t1000","C",1039.075,18.1864742318686,25196.1476166386
"PM",1,"t1000","C",1948.528,24.9045322362402,64702.9045189556
"PM",1,"t1000","C",1960.549,24.9812355388549,65302.5818059551
"PM",1,"t1000","C",1558.09,22.2700572644998,46265.0046976594
"PM",1,"t1000","C",2100.103,25.8550487700998,72397.6873163104
"PM",1,"t1000","C",2561.101,28.5521237006145,97499.8300823567
"PM",1,"t1000","C",2222.931,26.6003931099602,78841.117941756
"PM",1,"t1000","C",1775,23.769729657197,56255.0268553661
"PM",1,"t1000","C",1609.835,22.6368371382727,48588.7636193217
"PM",1,"t1000","C",692.02,14.8417252176729,13694.360913512
"PM",1,"t1000","C",3317.933,32.4981672651773,143768.988811535
"PM",1,"t1000","C",2474.86,28.0672835329822,92616.7964325819
"PM",1,"t1000","C",1429.513,21.3313881481785,40657.9955544894
"PM",1,"t1000","C",1564.885,22.3185655058904,46567.9845089138
"PM",1,"t1000","C",1605.654,22.6074222765566,48399.5973440563
"PM",1,"t1000","C",2327.466,27.218659731086,84467.3401195624
"PM",1,"t1000","C",2824.006,29.9818116270905,112891.754567698
"PM",1,"t1000","C",1883.716,24.4868418862577,61501.6744674851
"PM",1,"t1000","C",2861.116,30.1781627724191,115124.29914503
"PM",1,"t1000","C",2047.836,25.5312836356316,69711.842340343
"PM",1,"t1000","C",2006.022,25.2692824295068,67587.648637072
"PM",1,"t1000","C",2527.127,28.3621139505148,95566.2185885634
"PM",1,"t1000","C",2932.2,30.5507487349837,119441.207254292
"PM",1,"t1000","C",3476.826,33.2672224320102,154219.125199195
"PM",1,"t1000","C",2240.18,26.7033975522068,79760.5561713368
"PM",1,"t1000","C",1314.002,20.4514015917069,35830.9101257415
"PM",1,"t1000","C",2569.464,28.5987026522769,97977.7825489732
"PM",1,"t1000","C",3064.436,31.2320392286112,127611.447154091
"PM",1,"t1000","C",3856.809,35.0379855845427,180179.757525779
"PM",1,"t1000","C",2045.745,25.5182455923415,69605.0977724063
"PM",1,"t1000","C",2724.175,29.4471023055704,106958.74656437
"PM",1,"t1000","C",1583.701,22.4523425294368,47410.3964216154
"PM",1,"t1000","C",1516.276,21.9691975498245,44415.1559787435
"PM",1,"t1000","C",2368.235,27.4560123343953,86696.3858276624
"PM",1,"t1000","C",2849.094,30.1146938697195,114399.458154739
"PM",1,"t1000","C",1959.504,24.9745769777324,65250.3779815661
"PM",1,"t1000","C",1987.728,25.15379640222,66665.2072199892
"PM",1,"t1000","C",1371.496,20.8940358873417,38208.1155244609
"PM",1,"t1000","C",3008.51,30.9457343697447,124134.068411627
"PM",1,"t1000","C",2077.628,25.7163281246032,71238.6178251508
"PM",1,"t1000","C",3070.185,31.2613217556965,127970.721512684
"PM",1,"t1000","C",2431.478,27.8201992343403,90192.2698585538
"PM",1,"t1000","C",1666.807,23.0339129645908,51190.7831556943
"PM",1,"t1000","C",897.431,16.9015135259481,20223.9229134735
"PM",1,"t1000","C",4124.941,36.235472954342,199292.250725009
"PM",1,"t1000","C",2606.051,28.8015936572814,100077.895936203
"PM",1,"t1000","C",1389.789,21.0329165454885,38975.0880704506
"PM",1,"t1000","C",2692.292,29.2742747150725,105086.527494922
"PM",1,"t1000","C",2356.736,27.389274687827,86065.7195609209
"PM",1,"t1000","C",1714.37,23.3602422842081,53397.4647530372
"PM",1,"t1000","C",2908.679,30.4279687365947,118006.924902386
"PM",1,"t1000","C",1758.797,23.6609905306264,55486.5055497255
"PM",1,"t1000","C",2065.084,25.638577437135,70594.4213975846
"PM",1,"t1000","C",2259.519,26.8184122520352,80795.6160444085
"PM",1,"t1000","C",1884.761,24.4936330378661,61552.8590641088
"PM",1,"t1000","C",2097.49,25.8389590187306,72262.6108695963
"PM",1,"t1000","C",2336.874,27.2736153996103,84980.0036177985
"PM",1,"t1000","C",1858.628,24.3232330732986,60277.1227207451
"PM",1,"t1000","C",2803.099,29.8706230877747,111640.418275624
"PM",1,"t1000","C",1218.352,19.6929806390956,31990.6431301379
"PM",1,"t1000","C",3007.465,30.9403594331374,124069.397443441
"PM",1,"t1000","C",2398.027,27.6281686225428,88337.4590898805
"PM",1,"t1000","C",1797.998,23.9232217466353,57351.8731386757
"PM",1,"t1000","C",1795.384,23.9058251624201,57226.848004542
"PM",1,"t1000","C",2889.34,30.326646477088,116831.990309479
"PM",1,"t1000","C",2643.684,29.0088047521077,102253.483976362
"PM",1,"t1000","C",2094.876,25.8228530787974,72127.5668883983
"PM",1,"t1000","C",2112.125,25.9289465338632,73020.2349304479
"PM",1,"t1000","C",2710.063,29.3707310954444,106128.708832951
"PM",1,"t1000","C",3113.567,31.4814097110597,130692.637853113
"PM",1,"t1000","C",4016.748,35.7571055695084,191503.043042816
"PM",1,"t1000","C",1917.69,24.7066728969279,63172.986063613
"PM",1,"t1000","C",2817.734,29.9484989412858,112515.8716211
"PM",1,"t1000","C",2621.731,28.888109945348,100982.471166836
"PM",1,"t1000","C",2735.152,29.5063708682611,107605.879057421
"PM",1,"t1000","C",3518.64,33.466668461646,157009.544421182
"PM",1,"t1000","C",2491.586,28.161968256447,93557.2877869435
"PM",1,"t1000","C",2258.473,26.8122040045044,80739.5184195536
"PM",1,"t1000","C",2134.077,26.0633422065829,74161.5721949304
"PM",1,"t1000","C",1846.606,24.2444415420588,59693.2416242866
"PM",1,"t1000","C",2374.507,27.4923453512539,87041.0219772933
"PM",1,"t1000","C",2204.115,26.4875743469648,77842.213242347
"PM",1,"t1000","C",2666.159,29.1318514316871,103560.197175007
"PM",1,"t1000","C",1154.064,19.1663763004072,29492.2998650042
"PM",1,"t1000","C",1274.279,20.1399007806989,34218.4701692375
"PM",1,"t1000","C",2651.524,29.0517865656071,102708.679095446
"PM",1,"t1000","C",2297.674,27.0438967130747,82850.7444484231
"PM",1,"t1000","C",2114.738,25.944980479633,73155.7815060508
"PM",1,"t1000","C",2233.385,26.6628679094089,79397.9323278068
"PM",1,"t1000","C",2776.443,29.7282568497681,110051.747510321
"PM",1,"t1000","C",2534.968,28.4060799048294,96011.3380855807
"PM",1,"t1000","C",3221.238,32.0211164882004,137530.182978957
"PM",1,"t1000","C",1299.89,20.3412840782348,35255.2423472755
"PM",1,"t1000","C",2632.708,28.948522999199,101617.344117567
"PM",1,"t1000","C",1721.687,23.410040431706,53739.6830409903
"PM",1,"t1000","C",1777.091,23.7837262418705,56354.4611345225
"PM",1,"t1000","C",3083.252,31.3277767036849,128788.573569587
"PM",1,"t1000","C",3164.789,31.7393072763996,133930.947381293
"PM",1,"t1000","C",2483.746,28.1176262612875,93116.0556746238
"PM",1,"t1000","C",2896.658,30.3650272236559,117276.132036828
"PM",1,"t1000","C",2304.468,27.0838502948563,83218.4884283826
"PM",1,"t1000","C",2280.948,26.9452834141923,81947.72041738
"PM",1,"t1000","C",1574.293,22.3855539500352,46988.5611795504
"PM",1,"t1000","C",2159.688,26.2192685152065,75500.5861080924
"PM",1,"t1000","C",2395.414,27.6131120611759,88193.1136198795
"PM",1,"t1000","C",1418.536,21.2493301707986,40190.5864308852
"PM",1,"t1000","C",2969.309,30.7434612533219,121715.78158752
"PM",1,"t1000","C",1668.375,23.0447446582053,51263.0344921777
"PM",1,"t1000","C",1721.687,23.410040431706,53739.6830409903
"PM",1,"t1000","C",1109.636,18.7938316706689,27805.7495996191
"PM",1,"t1000","C",2916.519,30.468948635338,118484.35680665
"PM",1,"t1000","C",1495.892,21.8210268379662,43522.5326382653
"PM",1,"t1000","C",3185.174,31.8413626187004,135227.040450208
"PM",1,"t1000","C",3233.782,32.0834035034189,138334.310330791
"PM",1,"t1000","C",2310.741,27.1206877624853,83558.513547964
"PM",1,"t1000","C",2352.554,27.3649629267284,85836.7373241689
"PM",1,"t1000","C",1988.774,25.1604138595787,66717.8358842265
"PM",1,"t1000","C",2422.593,27.7693230399959,89698.3568152438
"PM",1,"t1000","C",2752.923,29.6020709884079,108656.296095494
"PM",1,"t1000","C",4220.068,36.6509121955765,206225.788969816
"PM",1,"t1000","C",2491.586,28.161968256447,93557.2877869435
"PM",1,"t1000","C",2029.019,25.4137129706532,68753.2086373358
"PM",1,"t1000","C",1404.947,21.1473052577452,39614.4574399378
"PM",1,"t1000","C",3433.444,33.0590255279616,151341.750459769
"PM",1,"t1000","C",2384.96,27.5527919847135,87616.4090291498
"PM",1,"t1000","C",2061.948,25.6191028960207,70433.6773043254
"PM",1,"t1000","C",1794.862,23.9023496530281,57201.8921372444
"PM",1,"t1000","C",3897.055,35.2203227342109,183007.379750627
"PM",1,"t1000","C",2630.617,28.9370246891961,101496.305435759
"PM",1,"t1000","C",1933.37,24.8074743706641,63949.3689653478
"PM",1,"t1000","C",606.302,13.8921532029058,11230.4536949709
"PM",1,"t1000","C",3588.155,33.7956389148038,161685.321000464
"PM",1,"t1000","C",1205.286,19.58709905726,31477.4083657716
"PM",1,"t1000","C",2313.877,27.1390848134806,83728.6722012826
"PM",1,"t1000","C",1237.691,19.8486594343473,32755.3428586089
"PM",1,"t1000","C",2208.296,26.5126846701748,78063.8073418777
"PM",1,"t1000","C",2564.237,28.5695990104563,97678.9638103672
"PM",1,"t1000","C",3560.976,33.667400631222,159851.740840222
"PM",1,"t1000","C",2482.178,28.1087494682334,93027.8927167474
"PM",1,"t1000","C",2172.755,26.2984675742763,76186.8358857956
"PM",1,"t1000","C",2863.207,30.189188367537,115250.527277667
"PM",1,"t1000","C",1884.239,24.4902409468151,61527.289481848
"PM",1,"t1000","C",2494.722,28.1796855177661,93733.9752190034
"PM",1,"t1000","C",643.934,14.3167928758459,12292.0929382866
"PM",1,"t1000","C",1926.053,24.7604868937173,63586.68008414
"PM",1,"t1000","C",679.476,14.7065947188538,13323.7042042505
"PM",1,"t1000","C",1630.742,22.7833557759854,49538.366886456
"PM",1,"t1000","C",2403.776,27.661266510616,88655.31809043
"PM",1,"t1000","C",2594.03,28.7350899434357,99386.2471546273
"PM",1,"t1000","C",2818.779,29.9540518572573,112578.469786864
"PM",1,"t1000","C",2309.173,27.1114845556027,83473.4775009529
"PM",1,"t1000","C",1222.534,19.7267498183511,32155.4964832374
"PM",1,"t1000","C",2343.669,27.313238779802,85350.921357093
"PM",1,"t1000","C",3254.689,32.1869489879615,139678.011752906
"PM",1,"t1000","C",2083.377,25.7518833437076,71534.5086199515
"PM",1,"t1000","C",2591.939,28.7235061941492,99266.1012284759
"PM",1,"t1000","C",3003.283,30.9188400479014,123810.702260775
"PM",1,"t1000","C",1046.915,18.2549553407863,25481.8487607991
"PM",1,"t1000","C",2237.566,26.6878133009941,79620.991542203
"PM",1,"t1000","C",3421.422,33.0010976697248,150547.575455127
"PM",1,"t1000","C",2439.841,27.8680015612269,90657.9903961939
"PM",1,"t1000","C",1497.46,21.8324602865728,43590.9813076418
"PM",1,"t1000","C",1993.478,25.1901519505121,66954.6849733374
"PM",1,"t1000","C",1542.41,22.1577153955172,45568.3757375996
"PM",1,"t1000","C",1568.021,22.3409173053345,46708.0366587038
"PM",1,"t1000","C",2100.626,25.8582679809517,72424.7333810062
"PM",1,"t1000","C",2706.927,29.3537327315936,105944.548909246
"PM",1,"t1000","C",990.989,17.7606755445672,23467.5121296468
"PM",1,"t1000","C",2343.669,27.313238779802,85350.921357093
"PM",1,"t1000","C",1908.804,24.6493647785732,62734.4081157328
"PM",1,"t1000","C",1117.999,18.8645205198434,28120.6867688858
"PM",1,"t1000","C",1887.375,24.5106124247464,61680.9561668743
"PM",1,"t1000","C",2489.495,28.1501486693253,93439.5391487226
"PM",1,"t1000","C",2181.117,26.349024726231,76627.0743517369
"PM",1,"t1000","C",3569.862,33.7093809927124,160450.450999208
"PM",1,"t1000","C",1415.4,21.225828909716,40057.3843184161
"PM",1,"t1000","C",1706.007,23.3031949311409,53007.2182331878
"PM",1,"t1000","C",1861.764,24.3437443081601,60429.7423708499
"PM",1,"t1000","C",2082.855,25.7486570132762,71507.62533785
"PM",1,"t1000","C",2003.408,25.2528131593234,67455.583874525
"PM",1,"t1000","C",546.194,13.185558386897,9602.49717009708
"PM",1,"t1000","C",1524.117,22.0259281030512,44760.1219501841
"PM",1,"t1000","C",2929.064,30.5344072885825,119249.644200433
"PM",1,"t1000","C",3161.653,31.7235780860646,133731.927768721
"PM",1,"t1000","C",2244.361,26.7283051177088,79983.9541363814
"PM",1,"t1000","C",2258.473,26.8122040045044,80739.5184195536
"PM",1,"t1000","C",3066.527,31.2426929112956,127742.081820262
"PM",1,"t1000","C",3447.556,33.1268947831252,152275.766494576
"PM",1,"t1000","C",3347.725,32.6437431022337,145709.6998359
"PM",1,"t1000","C",2197.32,26.4467139567351,77482.5246818842
"PM",1,"t1000","C",2126.759,26.0186167047818,73780.4363259268
"PM",1,"t1000","C",2051.494,25.5540764193647,69898.7125998241
"PM",1,"t1000","C",3003.806,30.9215320768261,123843.044775417
"PM",1,"t1000","C",2618.595,28.8708274285903,100801.339133826
"PM",1,"t1000","C",2935.858,30.5697992442177,119664.786226041
"PM",1,"t1000","C",2759.717,29.6385762844552,109058.777104011
"PM",1,"t1000","C",1831.449,24.1447369573872,58959.8058078263
"PM",1,"t1000","C",2437.75,27.8560572415505,90541.4713874528
"PM",1,"t1000","C",1549.728,22.2102170924967,45893.0604190943
"PM",1,"t1000","C",2294.015,27.0223547003941,82652.9160240326
"PM",1,"t1000","C",2244.884,26.7314191642683,80011.9135722125
"PM",1,"t1000","C",1670.465,23.059174400312,51359.3916861563
"PM",1,"t1000","C",2632.185,28.9456474753059,101587.065466384
"PM",1,"t1000","C",2281.471,26.9483723876159,81975.9067993952
"PM",1,"t1000","C",2646.297,29.023137268023,102405.121443943
"PM",1,"t1000","C",1861.764,24.3437443081601,60429.7423708499
"PM",1,"t1000","C",3089.524,31.3596242452312,129181.748982165
"PM",1,"t1000","C",2847.526,30.106405912453,114305.031469685
"PM",1,"t1000","C",1941.733,24.8610701746588,64364.7471646011
"PM",1,"t1000","C",3221.238,32.0211164882004,137530.182978957
"PM",1,"t1000","C",169.869,7.35329735942688,1665.46302553131
"PM",1,"t1000","C",1800.088,23.9371219322793,57451.9012597771
"PM",1,"t1000","C",2325.898,27.2094896617909,84381.9967805068
"PM",1,"t1000","C",2196.275,26.4404244534445,77427.257621985
"PM",1,"t1000","C",2261.609,26.8308125740209,80907.7429262917
"PM",1,"t1000","C",2109.511,25.9128965249633,72884.7203483625
"PM",1,"t1000","C",2129.895,26.0377924377898,73943.6852323818
"PM",1,"t1000","C",2629.049,28.9283993328633,101405.57245022
"PM",1,"t1000","C",2945.789,30.6214591636562,120272.476757663
"PM",1,"t1000","C",2584.099,28.680032401963,98816.0573998402
"PM",1,"t1000","C",2258.996,26.8153083079356,80767.5656085243
"PM",1,"t1000","C",1887.375,24.5106124247464,61680.9561668743
"PM",1,"t1000","C",2503.607,28.2298221605971,94235.1738267015
"PM",1,"t1000","C",1609.835,22.6368371382727,48588.7636193217
"PM",1,"t1000","C",2490.54,28.1560562568016,93498.3791330863
"PM",1,"t1000","C",1877.444,24.4460423372873,61194.7673465146
"PM",1,"t1000","C",1876.921,24.44263713035,61169.1985671116
"PM",1,"t1000","C",2312.831,27.1329499386326,83671.9036526901
"PM",1,"t1000","C",2174.323,26.3079551971794,76269.3227575956
"PM",1,"t1000","C",1743.117,23.5552833537411,54746.1531382974
"PM",1,"t1000","C",1153.018,19.1576884917743,29452.2128925448
"PM",1,"t1000","C",2797.35,29.8399758732514,111297.142012053
"PM",1,"t1000","C",1564.885,22.3185655058904,46567.9845089138
"PM",1,"t1000","C",3518.117,33.4641811770624,156974.539586804
"PM",1,"t1000","C",2415.275,27.7273495010352,89292.2320881503
"PM",1,"t1000","C",799.691,15.9546090892946,17011.6763963028
"PM",1,"t1000","C",2583.576,28.677129955893,98786.0596039014
"PM",1,"t1000","C",850.913,16.4576432146984,18672.0300809982
"PM",1,"t1000","C",2313.354,27.1360175494271,83700.2863227166
"PM",1,"t1000","C",2287.22,26.9823041617518,82285.9542997893
"PM",1,"t1000","C",2459.703,27.9812040837404,91767.2688378512
"PM",1,"t1000","C",1346.93,20.7060651741835,37186.1604867506
"PM",1,"t1000","C",3083.775,31.3304335952508,128821.343813593
"PM",1,"t1000","C",1986.683,25.1471835324211,66612.6426956546
"PM",1,"t1000","C",2424.683,27.7812989214286,89814.4576169418
"PM",1,"t1000","C",1379.336,20.9536699689865,38536.2017604559
"PM",1,"t1000","C",1495.892,21.8210268379662,43522.5326382653
"PM",1,"t1000","C",3197.195,31.9013914517437,135993.29232341
"PM",1,"t1000","C",305.241,9.8570395133948,4011.69679747752
"PM",1,"t1000","C",1492.756,21.7981419497206,43385.7429123962
"PM",1,"t1000","C",2565.283,28.5754254519371,97738.737506162
"PM",1,"t1000","C",2677.135,29.1917546089412,104200.357300011
"PM",1,"t1000","C",2626.435,28.9140143515065,101254.372377732
"PM",1,"t1000","C",1710.711,23.335299948862,53226.6057477569
"PM",1,"t1000","C",818.507,16.1412164972358,17615.5982553373
"PM",1,"t1000","C",2039.473,25.4790976783895,69285.2423725841
"PM",1,"t1000","C",2117.351,25.9610045225745,73291.4118491703
"PM",1,"t1000","C",3307.479,32.4469299633305,143090.052624249
"PM",1,"t1000","C",811.712,16.0740770912055,17396.6950184754
"PM",1,"t1000","C",2045.222,25.5149834810957,69578.4073935646
"PM",1,"t1000","C",2423.638,27.7753116261674,89756.4009586948
"PM",1,"t1000","C",1928.143,24.7739173098659,63690.2069914623
"PM",1,"t1000","C",1772.387,23.7522273533164,56130.8519760831
"PM",1,"t1000","C",2000.272,25.2330408919857,67297.2602281254
"PM",1,"t1000","C",2596.12,28.7466634884722,99506.3840209234
"PM",1,"t1000","C",2388.619,27.5739195985344,87818.1176767089
"PM",1,"t1000","C",1575.339,22.392989478649,47035.3995364073
"PM",1,"t1000","C",2680.794,29.2116968528394,104414.055537214
"PM",1,"t1000","C",1696.076,23.2352697104867,52545.0444126445
"PM",1,"t1000","C",2384.438,27.5497765579379,87587.6454883418
"PM",1,"t1000","C",1097.615,18.691755019891,27355.1342482102
"PM",1,"t1000","D",1579.52,22.422685642559,47222.773901513
"PM",1,"t1000","D",2109.511,25.9128965249633,72884.7203483625
"PM",1,"t1000","D",3575.611,33.7365133119519,160838.197466482
"PM",1,"t1000","D",1150.928,19.1403176746296,29372.1700541681
"PM",1,"t1000","D",1856.014,24.3061227902667,60150.0055792721
"PM",1,"t1000","D",1854.446,24.2958534567935,60073.7976793826
"PM",1,"t1000","D",3121.407,31.5210200803097,131186.576967759
