"Time","Condition","Line","EvoTime","Area","Radius","Volume"
"4h","PA",NA,"t0",2064.559,25.6353182213469,70567.5026023277
"4h","PA",NA,"t0",939.766,17.2955719332839,21671.7206046059
"4h","PA",NA,"t0",2237.564,26.687801373829,79620.8847909737
"4h","PA",NA,"t0",1131.587,18.9788126387574,28634.9035432714
"4h","PA",NA,"t0",1591.54,22.5078412171614,47762.8394810148
"4h","PA",NA,"t0",1316.614,20.4717183569916,35937.8013238295
"4h","PA",NA,"t0",879.136,16.7283495928341,19608.6591301944
"4h","PA",NA,"t0",1113.294,18.8247838348571,27943.3585261912
"4h","PA",NA,"t0",1072.525,18.4768858490621,26422.5626603537
"4h","PA",NA,"t0",716.062,15.0973379680173,14414.1733600726
"4h","PA",NA,"t0",1992.953,25.1868347078319,66928.2370553036
"4h","PA",NA,"t0",340.783,10.4151139188859,4732.39168882626
"4h","PA",NA,"t0",1283.685,20.2140947421803,34598.0402788209
"4h","PA",NA,"t0",1337.521,20.6336171641918,36797.1950174226
"4h","PA",NA,"t0",1297.275,20.3208134088938,35148.9109533636
"4h","PA",NA,"t0",630.344,14.1649118209975,11905.0229025265
"4h","PA",NA,"t0",973.74,17.6054272476587,22857.4783041803
"4h","PA",NA,"t0",1139.427,19.044444824797,28933.0061778453
"4h","PA",NA,"t0",869.728,16.6386003224687,19294.7421083468
"4h","PA",NA,"t0",1194.831,19.5019619428114,31068.7315867884
"4h","PA",NA,"t0",1053.709,18.3140927119209,25730.2990898473
"4h","PA",NA,"t0",1044.824,18.2367159467403,25405.5446697827
"4h","PA",NA,"t0",919.905,17.1118337956486,20988.3486237148
"4h","PA",NA,"t0",1465.575,21.5987733782224,42206.1630583844
"4h","PA",NA,"t0",300.014,9.77227824990385,3909.0937158222
"4h","PA",NA,"t0",1276.368,20.1564022783986,34302.6491510334
"4h","PA",NA,"t0",1561.747,22.2961770224825,46427.983435108
"4h","PA",NA,"t0",1653.738,22.9434338004975,50589.9044351561
"4h","PA",NA,"t0",1214.17,19.6591534534876,31826.072464828
"4h","PA",NA,"t0",791.327,15.8709548327806,16745.486766613
"4h","PA",NA,"t0",1650.602,22.9216695455357,50446.071460267
"4h","PA",NA,"t0",1859.148,24.3266353669969,60302.4206523753
"4h","PA",NA,"t0",1605.129,22.6037260048051,48375.8614911557
"4h","PA",NA,"t0",1213.647,19.654918937439,31805.5112048881
"4h","PA",NA,"t0",1104.408,18.7495062543115,27609.4729377489
"4h","PA",NA,"t0",1055.8,18.3322551213113,25806.9266094407
"4h","PA",NA,"t0",544.103,13.1602949815823,9547.40797381846
"4h","PA",NA,"t0",1017.645,17.9979572209044,24420.7082347563
"4h","PA",NA,"t0",225.272,8.46795752707788,2543.45830405318
"4h","PA",NA,"t0",780.874,15.7657830146137,16414.7867276713
"4h","PA",NA,"t0",1460.871,21.5640831416316,42003.124937598
"4h","PA",NA,"t0",874.955,16.6885237952893,19468.9431164098
"4h","PA",NA,"t0",705.086,14.9811830110237,14084.0298726808
"4h","PA",NA,"t0",683.656,14.7517613710657,13446.8402291964
"4h","PA",NA,"t0",827.914,16.2337060189584,17920.1499799733
"4h","PA",NA,"t0",825.824,16.2132027510866,17852.3359316178
"4h","PA",NA,"t0",519.537,12.8597730671372,8908.17055997503
"4h","PA",NA,"t0",1277.936,20.1687794055607,34365.8790378994
"4h","PA",NA,"t0",580.69,13.5955642695721,10526.4109542638
"4h","PA",NA,"t0",901.088,16.9359150541558,20347.6664324255
"4h","PA",NA,"t0",421.797,11.5871547440545,6516.56947943727
"4h","PA",NA,"t0",926.177,17.1700697568777,21203.3649296209
"4h","PA",NA,"t0",1034.893,18.1498394770423,25044.1891012196
"4h","PA",NA,"t0",571.804,13.4911402838839,10285.7173051813
"4h","PA",NA,"t0",577.031,13.5526629093518,10427.0755083282
"4h","PA",NA,"t0",682.611,14.7404826826601,13416.0208326578
"4h","PA",NA,"t0",1012.94,17.9563029633332,24251.543364905
"4h","PA",NA,"t0",448.976,11.954643426688,7156.4639828542
"4h","PA",NA,"t0",1074.093,18.4903872479947,26480.5273471472
"4h","PA",NA,"t0",539.921,13.1096221172938,9437.54704425517
"4h","PA",NA,"t0",1154.062,19.1663596926761,29492.2231995322
"4h","PA",NA,"t0",1021.303,18.0302756964269,24552.4995461172
"4h","PA",NA,"t0",1354.246,20.7622226682225,37489.5426660663
"4h","PA",NA,"t0",860.843,16.5533935297906,18999.830595154
"4h","PA",NA,"t0",646.547,14.3458113044356,12366.9883485985
"4h","PA",NA,"t0",959.628,17.4773876611689,22362.3874220162
"4h","PA",NA,"t0",771.988,15.6758225434984,16135.3958582803
"4h","PA",NA,"t0",1598.857,22.5595210431019,48092.5975152144
"4h","PA",NA,"t0",1501.64,21.8629105447794,43773.6279872834
"4h","PA",NA,"t0",2466.494,28.0198041465854,92147.5717449706
"4h","PA",NA,"t0",358.554,10.6832243695779,5107.35044081284
"4h","PA",NA,"t0",1143.609,19.0793619030815,29092.4399821616
"4h","PA",NA,"t0",423.365,11.608671972461,6552.94054616124
"4h","PA",NA,"t0",1147.79,19.1142068698362,29252.1273375057
"4h","PA",NA,"t0",1152.494,19.1533348001726,29432.1379162534
"4h","PA",NA,"t0",2393.32,27.601040139846,88077.4951833283
"4h","PA",NA,"t0",800.213,15.959815442316,17028.3357260561
"4h","PA",NA,"t0",1967.342,25.0244761804237,65642.2706903294
"4h","PA",NA,"t0",951.788,17.4058475792217,22088.9024743097
"4h","PA",NA,"t0",1394.492,21.0684738366168,39173.0909564952
"4h","PA",NA,"t0",682.611,14.7404826826601,13416.0208326578
"4h","PA",NA,"t0",866.592,16.6085761246346,19190.4789346658
"4h","PA",NA,"t0",928.79,17.1942734417202,21293.158973247
"4h","PA",NA,"t0",361.167,10.7220812654699,5163.28256587464
"4h","PA",NA,"t0",1247.098,19.9239459555589,33129.4842043808
"4h","PA",NA,"t0",1356.859,20.7822432344887,37598.0983638735
"4h","PA",NA,"t0",945.516,17.3484031064808,21870.9236155031
"4h","PA",NA,"t0",1221.487,19.7183008381803,32114.1975145684
"4h","PA",NA,"t0",1136.291,19.0182191301306,28813.6416447936
"4h","PA",NA,"t0",618.322,14.0291840619807,11566.0708634294
"4h","PA",NA,"t0",1530.387,22.0711873669532,45036.6109612658
"4h","PA",NA,"t0",1362.609,20.8262314330512,37837.3471823446
"4h","PA",NA,"t0",1304.592,20.378040412078,35446.7046630315
"4h","PA",NA,"t0",1704.437,23.2924697590754,52934.0630383322
"4h","PA",NA,"t0",2672.428,29.1660805134042,103925.666952368
"4h","PA",NA,"t0",789.759,15.8552230322574,16695.7401156434
"4h","PA",NA,"t0",1183.855,19.4121804624857,30641.609201888
"4h","PA",NA,"t0",1362.609,20.8262314330512,37837.3471823446
"4h","PA",NA,"t0",1425.852,21.3040556663498,40501.9071733016
"4h","PA",NA,"t0",966.423,17.5391560553921,22600.3250833603
"4h","PA",NA,"t0",1359.473,20.8022521833559,37706.8002432846
"4h","PA",NA,"t0",761.535,15.5693326502767,15808.788986438
"4h","PA",NA,"t0",971.649,17.5865142254113,22783.8919474755
"4h","PA",NA,"t0",638.707,14.2585676866504,12142.7293219165
"4h","PA",NA,"t0",452.112,11.9963210719923,7231.5742833341
"4h","PA",NA,"t0",676.339,14.6726067933295,13231.5416079916
"4h","PA",NA,"t0",589.575,13.6991806742888,10768.9259280584
"4h","PA",NA,"t0",962.764,17.5059218341066,22472.0951049224
"4h","PA",NA,"t0",1046.914,18.2549466223327,25481.8122508971
"4h","PA",NA,"t0",866.069,16.6035636180101,19173.1089854485
"4h","PA",NA,"t0",1721.685,23.4100268345498,53739.5894008557
"4h","PA",NA,"t0",1627.604,22.76142447195,49395.4473549915
"4h","PA",NA,"t0",1663.669,23.0122204499588,51046.29037835
"4h","PA",NA,"t0",420.229,11.5655974839663,6480.26595345291
"4h","PA",NA,"t0",889.59,16.8275159084827,19959.4531693695
"4h","PA",NA,"t0",664.318,14.541629446862,12880.3549211739
"4h","PA",NA,"t0",1463.485,21.5833672947871,42115.9123805486
"4h","PA",NA,"t0",2186.864,26.3837152603539,76930.129452158
"4h","PA",NA,"t0",1069.912,18.4543644416889,26326.0612913817
"4h","PA",NA,"t0",777.215,15.7288021854919,16299.5479874628
"4h","PA",NA,"t0",749.513,15.4459508520282,15435.921281275
"4h","PA",NA,"t0",1742.592,23.5517358422853,54721.4219531727
"4h","PA",NA,"t0",1115.384,18.8424455443348,28022.0830413631
"4h","PA",NA,"t0",1115.907,18.8468626079169,28041.7945496169
"4h","PA",NA,"t0",986.284,17.7184634713311,23300.5827018111
"4h","PA",NA,"t0",741.673,15.364955197318,15194.3632214139
"4h","PA",NA,"t0",420.229,11.5655974839663,6480.26595345291
"4h","PA",NA,"t0",350.191,10.5579002340706,4929.70885449255
"4h","PA",NA,"t0",865.024,16.5935436536699,19138.4180072962
"4h","PA",NA,"t0",590.098,13.70525545976,10783.2584483913
"4h","PA",NA,"t0",871.296,16.6535921227942,19346.9442696294
"4h","PA",NA,"t0",1276.368,20.1564022783986,34302.6491510334
"4h","PA",NA,"t0",1140.995,19.0575441383793,28992.7500988934
"4h","PA",NA,"t0",938.721,17.2859531026882,21635.5829100114
"4h","PA",NA,"t0",590.621,13.7113275538059,10797.5973215419
"4h","PA",NA,"t0",1714.368,23.3602286580661,53397.3713120953
"4h","PA",NA,"t0",1802.177,23.9510074058075,57551.9395647679
"4h","PA",NA,"t0",499.153,12.6049726147381,8389.0798607525
"4h","PA",NA,"t0",868.16,16.6235950019639,19242.58698254
"4h","PA",NA,"t0",1334.907,20.6134445262296,36689.3751895675
"4h","PA",NA,"t0",297.924,9.73818024742917,3868.31681604678
"4h","PA",NA,"t0",1366.268,20.8541749195828,37989.855812038
"4h","PA",NA,"t0",226.317,8.48757553789402,2561.17684401275
"4h","PA",NA,"t0",1555.475,22.251361086723,46148.5811818273
"4h","PA",NA,"t0",835.232,16.3052937065562,18158.2707641524
"4h","PA",NA,"t0",622.504,14.076547069113,11683.6091422815
"4h","PA",NA,"t0",729.129,15.2344664823978,14810.5217491256
"4h","PA",NA,"t0",1507.389,21.9047214322551,44025.2481800609
"4h","PA",NA,"t0",291.652,9.63512921165435,3746.80627311655
"4h","PA",NA,"t0",936.108,17.2618779666563,21545.3094128143
"4h","PA",NA,"t0",1305.115,20.3821246955944,35468.0222294542
"4h","PA",NA,"t0",1029.666,18.1039461794195,24854.6904623709
"4h","PA",NA,"t0",540.967,13.122314742422,9464.98565235176
"4h","PA",NA,"t0",836.277,16.3154906971296,18192.3594849646
"4h","PA",NA,"t0",1282.64,20.2058652973531,34555.8014199959
"4h","PA",NA,"t0",759.967,15.5532957688535,15759.9887007577
"4h","PA",NA,"t0",1174.446,19.3348848610228,30277.0375806517
"4h","PA",NA,"t0",1695.029,23.2280969532208,52496.3972673612
"4h","PA",NA,"t0",1647.466,22.8998846056408,50302.3750556222
"4h","PA",NA,"t0",1150.404,19.1359600309307,29352.1132845637
"4h","PA",NA,"t0",593.757,13.7476806440515,10883.7088215601
"4h","PA",NA,"t0",489.745,12.4856187355325,8153.0257968445
"4h","PA",NA,"t0",1236.122,19.8360745393155,32693.077508917
"4h","PA",NA,"t0",628.253,14.1413981248187,11845.8343948156
"4h","PA",NA,"t0",383.642,11.05065796029,5652.66202826879
"4h","PA",NA,"t0",1044.301,18.232151064853,25386.471452236
"4h","PA",NA,"t0",385.21,11.0732177462948,5687.35227740029
"4h","PA",NA,"t0",2076.058,25.7066097665746,71157.8838117004
"4h","PA",NA,"t0",1059.458,18.3639852808835,25941.1614902857
"4h","PA",NA,"t0",1387.697,21.0170805329282,38887.1194724037
"4h","PA",NA,"t0",410.298,11.4281192539034,6251.9126315174
"4h","PA",NA,"t0",2057.764,25.5930972067294,70219.4054406778
"4h","PA",NA,"t0",1577.427,22.4078247233693,47128.9436398802
"4h","PA",NA,"t0",778.783,15.7446603041117,16348.8983808227
"4h","PA",NA,"t0",912.065,17.0387589437206,20720.607568006
"4h","PA",NA,"t0",913.11,17.0485172426602,20756.2287725939
"4h","PA",NA,"t0",932.449,17.228108864939,21419.1105106713
"4h","PA",NA,"t0",901.088,16.9359150541558,20347.6664324255
"4h","PA",NA,"t0",1329.68,20.5730476463956,36474.0933259457
"4h","PA",NA,"t0",1110.68,18.8026706716523,27845.0003487877
"4h","PA",NA,"t0",1972.568,25.0576913455687,65904.0001361943
"4h","PA",NA,"t0",1157.198,19.1923829597085,29612.5162349451
"4h","PA",NA,"t0",1524.115,22.0259136514472,44760.0338465006
"4h","PA",NA,"t0",925.654,17.1652212157482,21185.4075723229
"4h","PA",NA,"t0",555.079,13.2923712449289,9837.75485101851
"4h","PA",NA,"t0",1140.473,19.0531842699767,28972.8562985775
"4h","PA",NA,"t0",538.876,13.0969293434445,9410.1611958373
"4h","PA",NA,"t0",1386.129,21.0052032655257,38821.2285296532
"4h","PA",NA,"t0",1999.225,25.2264361772683,67244.4291553322
"4h","PA",NA,"t0",1270.096,20.1068175801763,34050.1181084155
"4h","PA",NA,"t0",475.11,12.2976505896362,7790.31569552277
"4h","PA",NA,"t0",1147.267,19.1098516004813,29232.1361548392
"4h","PA",NA,"t0",776.17,15.7182245931044,16266.6858432398
"4h","PA",NA,"t0",952.833,17.4154001901237,22125.2906791415
"4h","PA",NA,"t0",1461.917,21.5718018227534,42048.2450737523
"4h","PA",NA,"t0",932.449,17.228108864939,21419.1105106713
"4h","PA",NA,"t0",1203.194,19.5700931320477,31395.4915145613
"4h","PA",NA,"t0",346.01,10.4946845459239,4841.68773298016
"4h","PA",NA,"t0",591.666,13.7234520846185,10826.2666681305
"4h","PA",NA,"t0",742.196,15.3703716378643,15210.4377975152
"4h","PA",NA,"t0",1626.559,22.7541163344398,49347.8836144401
"4h","PA",NA,"t0",255.587,9.01974882577428,3073.7740575109
"4h","PA",NA,"t0",1016.599,17.9887051225083,24383.0661851157
"4h","PA",NA,"t0",958.06,17.4631030907237,22307.600729465
"4h","PA",NA,"t0",1056.845,18.3413252428473,25845.2505017026
"4h","PA",NA,"t0",1925.005,24.75374966451,63534.7891639067
"4h","PA",NA,"t0",928.267,17.1894317276101,21275.1762953246
"4h","PA",NA,"t0",819.029,16.1463626792917,17632.4523718101
"4h","PA",NA,"t0",234.158,8.63335429187428,2695.4252990356
"4h","PA",NA,"t0",788.714,15.8447298358654,16662.6136636863
"4h","PA",NA,"t0",1430.556,21.3391686234384,40702.5009456954
"4h","PA",NA,"t0",584.871,13.6444208906864,10640.3014543422
"4h","PA",NA,"t0",958.582,17.4678598379375,22325.8346922264
"4h","PA",NA,"t0",1055.8,18.3322551213113,25806.9266094407
"4h","PA",NA,"t0",1557.566,22.2663121370321,46241.667640038
"4h","PA",NA,"t0",370.053,10.8531805620274,5355.00270202659
"4h","PA",NA,"t0",1342.747,20.6738879929158,37013.0681077649
"4h","PA",NA,"t0",1155.108,19.1750435725707,29532.3283080334
"4h","PA",NA,"t0",569.714,13.4664619888563,10229.3759006924
"4h","PA",NA,"t0",1593.108,22.518925954816,47833.4414533667
"4h","PA",NA,"t0",1139.427,19.044444824797,28933.0061778453
"4h","PA",NA,"t0",469.36,12.2230081477198,7649.321472285
"4h","PA",NA,"t0",1123.747,18.9129526956892,28337.8318038968
"4h","PA",NA,"t0",1160.857,19.2227016713483,29753.0770587952
"4h","PA",NA,"t0",1051.618,18.2959122726588,25653.7475631318
"4h","PA",NA,"t0",799.167,15.9493810792721,16994.9587053048
"4h","PA",NA,"t0",788.191,15.8394756068845,16646.0428240878
"4h","PA",NA,"t0",1558.611,22.2737803260875,46288.2120370982
"4h","PA",NA,"t0",621.458,14.0647156120558,11654.1733797826
"4h","PA",NA,"t0",1665.759,23.0266705734812,51142.5116637486
"4h","PA",NA,"t0",895.339,16.8818024862841,20153.2482083562
"4h","PA",NA,"t0",547.761,13.2044591546159,9643.8503346554
"4h","PA",NA,"t0",952.31,17.4106199691937,22107.0766704838
"4h","PA",NA,"t0",1130.019,18.9656589465149,28575.4066094424
"4h","PA",NA,"t0",842.549,16.3765587439568,18397.4042575494
"4h","PA",NA,"t0",685.224,14.76866864177,13493.1282685176
"4h","PA",NA,"t0",667.454,14.57591186763,12971.6675729294
"4h","PA",NA,"t0",421.797,11.5871547440545,6516.56947943727
"4h","PA",NA,"t0",578.599,13.571064137939,10469.6055188632
"4h","PA",NA,"t0",848.298,16.432335191017,18586.0227704925
"4h","PA",NA,"t0",635.571,14.2235204036033,12053.4094485847
"4h","PA",NA,"t0",773.556,15.6917342036114,16184.5801914784
"4h","PA",NA,"t0",736.446,15.31071658808,15034.0213179002
"4h","PA",NA,"t0",511.174,12.7558511186088,8693.94591960497
"4h","PA",NA,"t0",424.411,11.6230037901202,6577.24088209161
"4h","PA",NA,"t0",1401.287,21.1197420789371,39459.7600247567
"4h","PA",NA,"t0",1297.797,20.324901361622,35170.1280165453
"4h","PA",NA,"t0",1028.098,18.0901563665377,24797.9381068328
"4h","PA",NA,"t0",675.294,14.6612672126456,13200.8877081284
"4h","PA",NA,"t0",2203.067,26.481276518047,77786.7018863789
"4h","PA",NA,"t0",657,14.4613137447035,12668.1108403603
"4h","PA",NA,"t0",904.224,16.9653599585936,20453.9808575991
"4h","PA",NA,"t0",334.511,10.3188254339933,4602.34748633402
"4h","PA",NA,"t0",843.594,16.3867113883576,18431.6418759335
"4h","PA",NA,"t0",607.346,13.9041086062423,11259.4729940891
"4h","PA",NA,"t0",824.256,16.1978033555883,17801.5154702184
"4h","PA",NA,"t0",878.091,16.7184044175576,19573.7072712235
"4h","PA",NA,"t0",1003.01,17.8680720543993,23895.8066017107
"4h","PA",NA,"t0",425.456,11.6373042813278,6601.54790708881
"4h","PA",NA,"t0",539.921,13.1096221172938,9437.54704425517
"4h","PA",NA,"t0",908.929,17.0094411001404,20613.8323862794
"4h","PA",NA,"t0",1309.819,20.4188231005454,35659.9499396444
"4h","PA",NA,"t0",983.148,17.6902721285406,23189.5408835073
"4h","PA",NA,"t0",1797.996,23.9232084411542,57351.7774458153
"4h","PA",NA,"t0",757.353,15.5265239906089,15678.7460318128
"4h","PA",NA,"t0",571.282,13.4849808453275,10271.6357697071
"4h","PA",NA,"t0",414.48,11.4862126754408,6347.74057295562
"4h","PA",NA,"t0",974.263,17.6101545888467,22875.8960535914
"4h","PA",NA,"t0",876.523,16.703470788057,19521.3017674135
"4h","PA",NA,"t0",1074.093,18.4903872479947,26480.5273471472
"4h","PA",NA,"t0",951.265,17.4010647341082,22070.6984590552
"4h","PA",NA,"t0",791.85,15.876198643713,16762.0905280322
"4h","PA",NA,"t0",949.174,17.3819293494311,21997.9672110892
"4h","PA",NA,"t0",1047.437,18.2595058053248,25500.909309616
"4h","PA",NA,"t0",1352.678,20.7501995224942,37424.4511862512
"4h","PA",NA,"t0",477.723,12.3314214005272,7854.67150096538
"4h","PA",NA,"t0",522.673,12.8985263941793,8988.94864803318
"4h","PA",NA,"t0",681.566,14.7291953577492,13385.2250175996
"4h","PA",NA,"t0",718.153,15.1193650558662,14477.3564972873
"4h","PA",NA,"t0",872.864,16.6685704394207,19399.193424046
"4h","PA",NA,"t0",373.189,10.8990709748603,5423.21786404953
"4h","PA",NA,"t0",937.153,17.2715102051557,21581.3968043897
"4h","PA",NA,"t0",1395.537,21.0763664713648,39217.1323151319
"4h","PA",NA,"t0",1625.513,22.7467988521522,49300.2896567446
"4h","PA",NA,"t0",863.979,16.5835176351456,19103.747977194
"4h","PA",NA,"t0",1095,18.669475765839,27257.434618125
"4h","PA",NA,"t0",917.291,17.0875040250885,20898.9515395699
"4h","PA",NA,"t0",779.828,15.7552201483487,16381.8157571286
"4h","PA",NA,"t0",1788.587,23.8605306814372,56902.1799865597
"4h","PA",NA,"t0",363.258,10.7530745666229,5208.18714789638
"4h","PA",NA,"t0",1458.258,21.5447891149253,41890.4814468702
"4h","PA",NA,"t0",801.781,15.9754442459146,17078.4102172449
"4h","PA",NA,"t0",725.993,15.2016692899243,14715.0739904001
"4h","PA",NA,"t0",1311.387,20.4310412537615,35724.002528862
"4h","PA",NA,"t0",1661.578,22.9977543265748,50950.083517922
"4h","PA",NA,"t0",827.392,16.2285875340209,17903.2046625982
"4h","PA",NA,"t0",528.945,12.9756858295616,9151.2321881566
"4h","PA",NA,"t0",1430.034,21.3352750106239,40680.2248860566
"4h","PA",NA,"t0",1999.747,25.2297292884085,67270.7672737426
"4h","PA",NA,"t0",3133.948,31.5842782280349,131977.980778925
"4h","PA",NA,"t0",1213.124,19.6506835088967,31784.9543747291
"4h","PA",NA,"t0",1575.337,22.392975263933,47035.3099644778
"4h","PA",NA,"t0",2034.766,25.449678463011,69045.5205966228
"4h","PA",NA,"t0",989.943,17.7512997737755,23430.3666026008
"4h","PA",NA,"t0",1196.921,19.5190109196391,31150.2854252604
"4h","PA",NA,"t0",483.473,12.4054115450853,7996.9087145827
"4h","PA",NA,"t0",1004.578,17.8820331294498,23951.8627694885
"4h","PA",NA,"t0",1121.657,18.8953568901795,28258.8124311574
"4h","PA",NA,"t0",1416.444,21.2336555596467,40101.7120207042
"4h","PA",NA,"t0",2044.175,25.5084517677916,69524.9858565672
"4h","PA",NA,"t0",1024.439,18.0579362467652,24665.6722009332
"4h","PA",NA,"t0",1297.797,20.324901361622,35170.1280165453
"4h","PA",NA,"t0",1313.478,20.44732336236,35809.4791937945
"4h","PA",NA,"t0",956.492,17.448806826133,22252.8588516555
"4h","PA",NA,"t0",1036.461,18.1635839784977,25101.1285519169
"4h","PA",NA,"t0",1408.081,21.1708786508156,39747.0826420254
"4h","PA",NA,"t0",1265.392,20.0695486620372,33861.1284274034
"4h","PA",NA,"t0",478.769,12.3449141713633,7880.48295054593
"4h","PA",NA,"t0",1222.01,19.7225217458482,32134.8250648586
"4h","PA",NA,"t0",671.635,14.6214930977329,13093.7420222611
"4h","PA",NA,"t0",819.029,16.1463626792917,17632.4523718101
"4h","PA",NA,"t0",662.75,14.5244578924071,12834.7792909238
"4h","PA",NA,"t0",1204.239,19.5785898120391,31436.4018888802
"4h","PA",NA,"t0",430.16,11.7014606199747,6711.33373371777
"4h","PA",NA,"t0",868.16,16.6235950019639,19242.58698254
"4h","PA",NA,"t0",957.014,17.4535674696119,22271.0778911509
"4h","PA",NA,"t0",884.886,16.7829664227046,19801.3493678952
"4h","PA",NA,"t0",1511.571,21.9350858892487,44208.5862835968
"4h","PA",NA,"t0",1119.566,18.8777362529314,28179.8288876659
"4h","PA",NA,"t0",607.869,13.9100938963278,11274.0198222225
"4h","PA",NA,"t0",2026.926,25.400602047254,68646.8542736432
"4h","PA",NA,"t0",1673.599,23.080795203097,51503.9943614773
"4h","PA",NA,"t0",1154.062,19.1663596926761,29492.2231995322
"4h","PA",NA,"t0",1337.521,20.6336171641918,36797.1950174226
"4h","PA",NA,"t0",958.582,17.4678598379375,22325.8346922264
"4h","PA",NA,"t0",702.473,14.9533976298762,14005.8107910027
"4h","PA",NA,"t0",1148.836,19.1229144327909,29292.1233670796
"4h","PA",NA,"t0",1643.807,22.8744403008712,50134.8867835388
"4h","PA",NA,"t0",1842.423,24.2169662722728,59490.5275336795
"4h","PA",NA,"t0",817.461,16.1308994749111,17581.8416208804
"4h","PA",NA,"t0",741.673,15.364955197318,15194.3632214139
"4h","PA",NA,"t0",1367.836,20.86613815439,38055.273264731
"4h","PA",NA,"t0",851.435,16.4626904831165,18689.2144953231
"4h","PA",NA,"t0",598.461,13.8020307489673,11013.3028320769
"4h","PA",NA,"t0",1448.327,21.4713018358671,41463.2882320479
"4h","PA",NA,"t0",1161.38,19.2270313781439,29773.186269265
"4h","PA",NA,"t0",688.36,14.8024252490419,13585.8632592407
"4h","PA",NA,"t0",666.408,14.5644860751064,12941.1867151193
"4h","PA",NA,"t0",828.437,16.2388326914357,17937.1331178599
"4h","PA",NA,"t0",1775.521,23.7732178601663,56279.7967310671
"4h","PA",NA,"t0",972.172,17.5912466491454,22802.2899165239
"4h","PA",NA,"t0",1419.58,21.2571481678231,40234.9631947711
"4h","PA",NA,"t0",1238.735,19.8570289031838,32796.7955978472
"4h","PA",NA,"t0",548.284,13.2107614328771,9657.6654952848
"4h","PA",NA,"t0",948.129,17.3723583337885,21961.6489795421
"4h","PA",NA,"t0",563.964,13.3983326071476,10074.9030006099
"4h","PA",NA,"t0",1190.649,19.4678028466194,30905.7599886995
"4h","PA",NA,"t0",822.165,16.1772447460714,17733.8192355384
"4h","PA",NA,"t0",712.926,15.0642422284516,14319.5866066148
"4h","PA",NA,"t0",2864.249,30.1946812069947,115313.447269938
"4h","PA",NA,"t0",1134.201,19.0007208078941,28734.1820547125
"4h","PA",NA,"t0",1144.654,19.0880770236245,29132.3249565331
"4h","PA",NA,"t0",1219.396,19.701416242823,32031.7708811112
"4h","PA",NA,"t0",560.828,13.3610290340483,9990.98558814302
"4h","PA",NA,"t0",837.845,16.3307791176557,18243.5488397763
"4h","PA",NA,"t0",890.635,16.8373966360985,19994.6330039888
"4h","PA",NA,"t0",1082.979,18.5667154399866,26809.8172273083
"4h","PA",NA,"t0",1237.167,19.8444573360004,32734.5436653435
"4h","PA",NA,"t0",390.437,11.148092080349,5803.50350343364
"4h","PA",NA,"t0",1518.888,21.9881119336319,44529.9724782004
"4h","PA",NA,"t0",1368.881,20.8741072937061,38098.8918217542
"4h","PA",NA,"t0",1215.215,19.6676116582272,31867.1689350035
"4h","PA",NA,"t0",1522.024,22.0107993087257,44667.9530760851
"4h","PA",NA,"t0",721.812,15.157832812315,14588.140823897
"4h","PA",NA,"t0",830.005,16.2541932153515,17988.082186277
"4h","PA",NA,"t0",1087.16,18.602520685745,26965.2218516194
"4h","PA",NA,"t0",837.845,16.3307791176557,18243.5488397763
"4h","PA",NA,"t0",962.764,17.5059218341066,22472.0951049224
"4h","PA",NA,"t0",648.637,14.3689794225128,12427.0022742406
"4h","PA",NA,"t0",1194.308,19.4976932878838,31048.3347670213
"4h","PA",NA,"t0",658.568,14.478560188233,12713.488568059
"4h","PA",NA,"t0",1011.895,17.9470382592768,24214.0243724946
"4h","PA",NA,"t0",1818.38,24.0584357521199,58329.8378705864
"4h","PA",NA,"t0",1234.554,19.8234896833969,32630.8913101285
"4h","PA",NA,"t0",1184.377,19.4164597202657,30661.8777521455
"4h","PA",NA,"t0",833.664,16.2899813675622,18107.1613690765
"4h","PA",NA,"t0",1405.468,21.1512259482745,39636.4949747593
"4h","PA",NA,"t0",813.279,16.0895850140912,17447.0954809001
"4h","PA",NA,"t0",925.131,17.1603713046978,21167.4552873152
"4h","PA",NA,"t0",549.329,13.2233449424665,9685.28913853361
"4h","PA",NA,"t0",473.019,12.2705592396097,7738.94354794791
"4h","PA",NA,"t0",1721.163,23.4064777066895,53715.1511854384
"4h","PA",NA,"t0",1064.685,18.4092303253447,26133.3751852528
"4h","PA",NA,"t0",503.857,12.6642277428553,8507.94639710913
"4h","PA",NA,"t0",401.413,11.303704098334,6049.93836429942
"4h","PA",NA,"t0",888.022,16.8126791960324,19906.7053400255
"4h","PA",NA,"t0",843.072,16.3816407104032,18414.5367960014
"4h","PA",NA,"t0",942.902,17.3244055685172,21780.2888791546
"4h","PA",NA,"t0",1223.578,19.7351709877819,32196.6947291843
"4h","PA",NA,"t0",962.764,17.5059218341066,22472.0951049224
"4h","PA",NA,"t0",1326.544,20.5487729477405,36345.1352815832
"4h","PA",NA,"t0",1870.124,24.3983392383493,60837.226359705
"4h","PA",NA,"t0",1060.504,18.3730484007814,25979.5884282963
"4h","PA",NA,"t0",121.26,6.21274953612702,1004.47734500102
"4h","PA",NA,"t0",358.031,10.6754300550502,5096.1798640529
"4h","PA",NA,"t0",1263.301,20.0529598195845,33777.2322573878
"4h","PA",NA,"t0",1500.595,21.8553019576021,43727.9424547572
