"Condition","Line","EvoTime","ColonyMorph","Replicate","Area","Radius","Volume"
"PA",1,"t1000","S","rep2",10504.684,57.8251222950431,809912.849294376
"PA",1,"t1000","S","rep2",284.857,9.52222659091119,3616.63053334292
"PA",1,"t1000","S","rep2",805.962,16.0170431880688,17212.1708825897
"PA",1,"t1000","S","rep2",564.487,13.4045437342056,10088.9209051873
"PA",1,"t1000","S","rep2",136.418,6.58962806639497,1198.59184208196
"PA",1,"t1000","S","rep2",241.998,8.77669390127655,2831.9231609615
"PA",1,"t1000","S","rep2",703.518,14.9645158461023,14037.0750120243
"PA",1,"t1000","S","rep2",589.053,13.6931148168056,10754.6271495784
"PA",1,"t1000","S","rep2",211.683,8.20858036672867,2316.82255702697
"PA",1,"t1000","S","rep2",261.859,9.12974854452198,3187.60909882664
"PA",1,"t1000","S","rep2",3089.521,31.3596090197635,129181.560824465
"PA",1,"t1000","S","rep2",799.69,15.9545991138078,17011.6444870946
"PA",1,"t1000","S","rep2",240.952,8.75770538986992,2813.58217213325
"PA",1,"t1000","S","rep2",118.647,6.14544653105437,972.185059426677
"PA",1,"t1000","S","rep2",133.282,6.51344595819663,1157.50013893382
"PA",1,"t1000","S","rep2",326.148,10.189020206039,4430.83808287894
"PA",1,"t1000","S","rep2",3456.437,33.1695352405101,152864.545170804
"PA",1,"t1000","S","rep2",112.375,5.98080876302724,896.124512993582
"PA",1,"t1000","S","rep2",381.029,11.0129604386252,5595.00973729189
"PA",1,"t1000","S","rep2",151.575,6.94606514498015,1403.79976580049
"PA",1,"t1000","S","rep2",204.365,8.06544480422192,2197.72616988642
"PA",1,"t1000","S","rep2",163.074,7.20472528133693,1566.53782737165
"PA",1,"t1000","S","rep2",332.943,10.2946125927929,4570.02560064299
"PA",1,"t1000","S","rep2",937.153,17.2715102051557,21581.3968043897
"PA",1,"t1000","S","rep2",200.184,7.98251503323457,2130.62905255071
"PA",1,"t1000","S","rep2",12864.553,63.9915181976123,1097629.70320486
"PA",1,"t1000","S","rep2",5794.877,42.9484183447897,331841.068870133
"PA",1,"t1000","S","rep2",312.559,9.97449846938278,4156.82568945575
"PA",1,"t1000","S","rep2",252.451,8.96424280555721,3017.3760806743
"PA",1,"t1000","S","rep2",468.838,12.2162093309928,7636.56420043202
"PA",1,"t1000","S","rep2",679.475,14.7065838968379,13323.6747910719
"PA",1,"t1000","S","rep2",393.05,11.185334182068,5861.86080034911
"PA",1,"t1000","S","rep2",227.885,8.51692716964241,2587.83993073861
"PA",1,"t1000","S","rep2",665.363,14.5530622482317,12910.7588755602
"PA",1,"t1000","S","rep2",2226.065,26.6191377919669,79007.9079584997
"PA",1,"t1000","S","rep2",7827.553,49.9158041558742,520958.136756968
"PA",1,"t1000","S","rep2",3027.323,31.0423394667923,125300.250988837
"PA",1,"t1000","S","rep2",226.317,8.48757553789402,2561.17684401275
"PA",1,"t1000","S","rep2",264.995,9.18425436762689,3245.04198153238
"PA",1,"t1000","S","rep2",425.979,11.6444547749856,6613.72426745812
"PA",1,"t1000","S","rep2",332.943,10.2946125927929,4570.02560064299
"PA",1,"t1000","S","rep2",2751.351,29.5936179549182,108563.240471843
"PA",1,"t1000","S","rep2",198.616,7.95119087648384,2105.64496949828
"PA",1,"t1000","S","rep2",174.573,7.45441558814391,1735.11958995873
"PA",1,"t1000","S","rep2",291.129,9.62648631925485,3736.7324475178
"PA",1,"t1000","S","rep2",6234.445,44.5475642248721,370305.78539191
"PA",1,"t1000","S","rep2",268.654,9.24744419625337,3312.48383080034
"PA",1,"t1000","S","rep2",240.952,8.75770538986992,2813.58217213325
"PA",1,"t1000","S","rep2",271.79,9.30126034287249,3370.65273145242
"PA",1,"t1000","S","rep2",109.761,5.91083846991432,865.039388395021
"PA",1,"t1000","S","rep2",442.704,11.8708491631016,7007.02987720228
"PA",1,"t1000","S","rep2",513.265,12.7819139307118,8747.34540486236
"PA",1,"t1000","S","rep2",336.079,10.3429815932719,4634.74521451365
"PA",1,"t1000","S","rep2",253.496,8.98277701538039,3036.13072305449
"PA",1,"t1000","S","rep2",137.463,6.61481911200015,1212.39050612383
"PA",1,"t1000","S","rep2",297.924,9.73818024742917,3868.31681604678
"PA",1,"t1000","S","rep2",100.353,5.65184500921619,756.239469613163
"PA",1,"t1000","S","rep2",158.37,7.10005187832645,1499.24695462741
"PA",1,"t1000","S","rep2",195.48,7.88816940431729,2055.97247354126
"PA",1,"t1000","S","rep2",232.59,8.60439982959229,2668.39647515316
"PA",1,"t1000","S","rep2",3840.602,34.964290147195,179045.230223863
"PA",1,"t1000","S","rep2",272.835,9.31912430419052,3390.11103937843
"PA",1,"t1000","S","rep2",379.983,10.9978336722181,5571.98644302729
"PA",1,"t1000","S","rep2",307.854,9.89913994755225,4063.31977255167
"PA",1,"t1000","S","rep2",240.43,8.74821387113786,2804.44408138357
"PA",1,"t1000","S","rep2",465.702,12.1752844162083,7560.07240426269
"PA",1,"t1000","S","rep2",675.294,14.6612672126456,13200.8877081284
"PA",1,"t1000","S","rep2",182.936,7.63088050875637,1861.28367566647
"PA",1,"t1000","S","rep2",10691.801,58.3378604287965,831649.059293956
"PA",1,"t1000","S","rep2",301.06,9.78929897053369,3929.5551307585
"PA",1,"t1000","S","rep2",465.179,12.1684458557816,7547.34063299553
"PA",1,"t1000","S","rep2",237.294,8.69097383105578,2749.7545923554
"PA",1,"t1000","S","rep2",203.843,8.05513762324161,2189.31122471258
"PA",1,"t1000","S","rep2",232.067,8.59472049324548,2659.40133427466
"PA",1,"t1000","S","rep2",228.408,8.52669481589832,2596.75374601294
"PA",1,"t1000","S","rep2",7874.593,50.0655650280078,525661.263880793
"PA",1,"t1000","S","rep2",4998.323,39.8875372170284,265827.726246972
"PA",1,"t1000","S","rep2",684.702,14.7630422233974,13477.7127152595
"PA",1,"t1000","S","rep2",164.119,7.22777283889011,1581.61980072774
"PA",1,"t1000","S","rep2",260.814,9.11151330214357,3168.54697384703
"PA",1,"t1000","S","rep2",484.518,12.4188111119381,8022.85002977871
"PA",1,"t1000","S","rep2",486.086,12.4388897951358,8061.82691327786
"PA",1,"t1000","S","rep2",238.339,8.71008954966357,2767.93871090302
"PA",1,"t1000","S","rep2",154.189,7.00570360783216,1440.26991145071
"PA",1,"t1000","S","rep2",199.661,7.97208066851696,2122.28479780902
"PA",1,"t1000","S","rep2",244.611,8.82395033810273,2877.91375487153
"PA",1,"t1000","S","rep2",844.117,16.3917902071678,18448.7850324052
"PA",1,"t1000","S","rep2",460.998,12.1136378066605,7445.81706879318
"PA",1,"t1000","S","rep2",4830.022,39.2102506123744,252515.164111042
"PA",1,"t1000","S","rep2",362.212,10.737581687438,5185.70791756038
"PA",1,"t1000","S","rep2",408.208,11.398975481126,6204.20397759934
"PA",1,"t1000","S","rep2",190.253,7.78199272526804,1974.06328261389
"PA",1,"t1000","S","rep2",327.716,10.2134833754507,4462.82922382559
"PA",1,"t1000","S","rep2",154.711,7.0175523369178,1447.59005279585
"PA",1,"t1000","S","rep2",220.568,8.37907960194832,2464.20910619005
"PA",1,"t1000","S","rep2",243.043,8.79562332457268,2850.28623956549
"PA",1,"t1000","S","rep2",201.752,8.01371675050673,2155.71117579765
"PA",1,"t1000","S","rep2",2000.793,25.2363268346906,67323.5547687482
"PA",1,"t1000","S","rep2",196.002,7.89869446882175,2064.213217704
"PA",1,"t1000","S","rep2",139.554,6.66493944882418,1240.15861312161
"PA",1,"t1000","S","rep2",433.296,11.7440368035821,6784.8588944599
"PA",1,"t1000","S","rep2",227.885,8.51692716964241,2587.83993073861
"PA",1,"t1000","S","rep2",301.582,9.79778199875257,3939.77958766373
"PA",1,"t1000","S","rep2",386.255,11.0882273194555,5710.51099103506
"PA",1,"t1000","S","rep2",508.561,12.7232069081468,8627.36910455207
"PA",1,"t1000","S","rep2",249.315,8.90839094752311,2961.32731877563
"PA",1,"t1000","S","rep2",263.427,9.1570420108099,3216.28280770883
"PA",1,"t1000","S","rep2",209.069,8.15774047114512,2274.04085674912
"PA",1,"t1000","S","rep2",152.098,6.95803830607321,1411.07161370283
"PA",1,"t1000","S","rep2",402.981,11.3257598528412,6085.42137501041
"PA",1,"t1000","S","rep2",332.943,10.2946125927929,4570.02560064299
"PA",1,"t1000","S","rep2",528.423,12.9692815910095,9137.688914888
"PA",1,"t1000","S","rep2",8945.028,53.3600116622066,636409.064531686
"PA",1,"t1000","S","rep2",4372.683,37.3077502410397,217513.28699632
"PA",1,"t1000","S","rep2",167.778,7.30789956719056,1634.8063647788
"PA",1,"t1000","S","rep2",9404.457,54.7131760848368,686063.615764367
"PA",1,"t1000","S","rep2",951.788,17.4058475792217,22088.9024743097
"PA",1,"t1000","S","rep2",557.17,13.3173841006792,9893.39586583389
"PA",1,"t1000","S","rep2",212.728,8.22881677205815,2333.99964571518
"PA",1,"t1000","S","rep2",115.511,6.06368644167687,933.896646086048
"PA",1,"t1000","S","rep2",273.358,9.32805198674561,3399.86351332374
"PA",1,"t1000","S","rep2",204.888,8.07575853777368,2206.16802038317
"PA",1,"t1000","S","rep2",211.16,8.19843372642417,2308.2416875623
"PA",1,"t1000","S","rep2",331.375,10.2703426687795,4537.77973582243
"PA",1,"t1000","S","rep2",155.757,7.04123518584124,1462.29555845476
"PA",1,"t1000","S","rep2",249.838,8.91772983131839,2970.6503807959
"PA",1,"t1000","S","rep2",362.212,10.737581687438,5185.70791756038
"PA",1,"t1000","S","rep2",110.284,5.92490400663953,871.229484624312
"PA",1,"t1000","S","rep2",797.599,15.9337267112972,16944.9659882719
"PA",1,"t1000","S","rep2",6750.323,46.3540132656691,417206.082519401
"PA",1,"t1000","S","rep2",236.248,8.67179762166693,2731.59312603142
"PA",1,"t1000","S","rep2",278.585,9.41681260525616,3497.84365284705
"PA",1,"t1000","S","rep2",144.258,6.77633732639553,1303.38782670822
"PA",1,"t1000","S","rep2",91.99,5.41122226766254,663.704448536369
"PA",1,"t1000","S","rep2",162.029,7.1816037588044,1551.50410058042
"PA",1,"t1000","S","rep2",171.959,7.39839507719603,1696.29415877274
"PA",1,"t1000","S","rep2",708.745,15.0200046698838,14193.8042796757
"PA",1,"t1000","S","rep2",319.876,10.0905744709073,4303.64346594126
"PA",1,"t1000","S","rep2",424.933,11.6301493913766,6589.37902843443
"PA",1,"t1000","S","rep2",197.57,7.93022598753223,2089.03299780899
"PA",1,"t1000","S","rep2",154.711,7.0175523369178,1447.59005279585
"PA",1,"t1000","S","rep2",363.258,10.7530745666229,5208.18714789638
"PA",1,"t1000","S","rep2",458.907,12.0861339947456,7395.21532416895
"PA",1,"t1000","S","rep2",382.074,11.0280520244414,5618.04259891522
"PA",1,"t1000","S","rep2",141.122,6.70227780370442,1261.11846428583
"PA",1,"t1000","S","rep2",5033.342,40.0270223617008,268626.257050783
"PA",1,"t1000","S","rep2",234.68,8.64297194775108,2704.4435422643
"PA",1,"t1000","S","rep2",121.26,6.21274953612702,1004.47734500102
"PA",1,"t1000","S","rep2",636.093,14.2293601554078,12068.261852445
"PA",1,"t1000","S","rep2",477.723,12.3314214005272,7854.67150096538
"PA",1,"t1000","S","rep2",256.632,9.03816921235261,3092.64458840597
"PA",1,"t1000","S","rep2",246.702,8.86158482108666,2914.89426470896
"PA",1,"t1000","S","rep2",6394.906,45.117200722297,384693.676802962
"PA",1,"t1000","S","rep2",640.275,14.2760590632123,12187.4716222644
"PA",1,"t1000","S","rep2",246.702,8.86158482108666,2914.89426470896
"PA",1,"t1000","S","rep2",285.902,9.53967678067334,3636.55022793076
"PA",1,"t1000","S","rep2",181.368,7.59810683245384,1837.40458665132
"PA",1,"t1000","S","rep2",305.241,9.8570395133948,4011.69679747752
"PA",1,"t1000","S","rep2",199.138,7.9616326287306,2113.95146456021
"PA",1,"t1000","S","rep2",735.401,15.2998499538213,15002.0332745202
"PA",1,"t1000","S","rep2",715.017,15.086317638492,14382.6314385622
"PA",1,"t1000","S","rep2",383.642,11.05065796029,5652.66202826879
"PA",1,"t1000","S","rep2",192.866,7.8352507623383,2014.87129803885
"PA",1,"t1000","S","rep2",353.85,10.612914454858,5007.17303980201
"PA",1,"t1000","S","rep2",98.785,5.60751657212583,738.5846994366
"PA",1,"t1000","S","rep2",309.945,9.93270142877732,4104.78819245651
"PA",1,"t1000","S","rep2",397.232,11.2446819745407,5955.66334681431
"PA",1,"t1000","S","rep2",675.816,14.6669326732342,13216.1970286593
"PA",1,"t1000","S","rep2",401.936,11.3110654853187,6061.76588920941
"PA",1,"t1000","S","rep2",256.11,9.02897253016813,3083.21353960181
"PA",1,"t1000","S","rep2",454.203,12.0240303240775,7281.80086038265
"PA",1,"t1000","S","rep2",16713.518,72.9388648959575,1625420.0417842
"PA",1,"t1000","S","rep2",425.456,11.6373042813278,6601.54790708881
"PA",1,"t1000","S","rep2",280.153,9.44327641997456,3527.41629184684
"PA",1,"t1000","S","rep2",183.458,7.64175994778074,1869.25599533328
"PA",1,"t1000","S","rep2",643.933,14.3167817591799,12292.064304712
"PA",1,"t1000","S","rep2",13282.169,65.021886335786,1151508.91068093
"PA",1,"t1000","S","rep2",263.95,9.16612756065567,3225.86582618009
"PA",1,"t1000","S","rep2",295.31,9.69536448458413,3817.51744792338
"PA",1,"t1000","S","rep2",419.707,11.5584119757231,6468.19522012645
"PA",1,"t1000","S","rep2",315.172,10.0161052035368,4209.06121227882
"PA",1,"t1000","S","rep2",308.9,9.91594291240994,4084.04635419124
"PA",1,"t1000","S","rep2",303.15,9.82321953315796,3970.54533530245
"PA",1,"t1000","S","rep2",1107.544,18.7761072798261,27727.1532815037
"PA",1,"t1000","S","rep2",193.912,7.85646909557157,2031.28484701397
"PA",1,"t1000","S","rep2",399.845,11.2816052244864,6014.52458797966
"PA",1,"t1000","S","rep2",308.9,9.91594291240994,4084.04635419124
"PA",1,"t1000","S","rep2",4563.982,38.1150966280406,231942.153251517
"PA",1,"t1000","S","rep2",325.625,10.180847542744,4420.18464147469
"PA",1,"t1000","S","rep2",360.122,10.7065584027865,5140.88963350439
"PA",1,"t1000","S","rep2",5250.774,40.8824323434505,286219.217074332
"PA",1,"t1000","S","rep2",153.143,6.98190023559806,1425.63886370692
"PA",1,"t1000","S","rep2",11301.238,59.9774606124328,903759.409355639
"PA",1,"t1000","S","rep2",309.945,9.93270142877732,4104.78819245651
"PA",1,"t1000","S","rep2",145.303,6.8008368155811,1317.57598908584
"PA",1,"t1000","S","rep2",469.36,12.2230081477198,7649.321472285
"PA",1,"t1000","S","rep2",95.127,5.50271428869476,697.942269520888
"PA",1,"t1000","S","rep2",500.721,12.6247552261354,8428.64008211435
"PA",1,"t1000","S","rep2",715.017,15.086317638492,14382.6314385622
"PA",1,"t1000","S","rep2",429.115,11.68723863065,6686.89253998849
"PA",1,"t1000","S","rep2",213.773,8.24900353371045,2351.21897654918
"PA",1,"t1000","S","rep2",136.94,6.60222355074473,1205.47799071864
"PA",1,"t1000","S","rep2",258.723,9.0749153540476,3130.51910019368
"PA",1,"t1000","S","rep2",199.661,7.97208066851696,2122.28479780902
"PA",1,"t1000","S","rep2",622.504,14.076547069113,11683.6091422815
"PA",1,"t1000","S","rep2",133.804,6.52618847497802,1164.30683027461
"PA",1,"t1000","S","rep2",561.351,13.3672574943089,10004.9644822504
"PA",1,"t1000","S","rep2",133.804,6.52618847497802,1164.30683027461
"PA",1,"t1000","S","rep2",8160.495,50.9663245158349,554547.248506464
"PA",1,"t1000","S","rep2",183.981,7.65264471734968,1877.25497032362
"PA",1,"t1000","S","rep2",158.37,7.10005187832645,1499.24695462741
"PA",1,"t1000","S","rep2",116.033,6.07737204913142,940.234281302487
"PA",1,"t1000","S","rep2",5567.514,42.0974434813643,312504.141262273
"PA",1,"t1000","S","rep2",9214.204,54.1569222400445,665350.572709209
"PA",1,"t1000","S","rep2",167.255,7.29650053201327,1627.16826197584
"PA",1,"t1000","S","rep2",202.274,8.02407713808511,2164.08290537204
"PA",1,"t1000","S","rep2",232.59,8.60439982959229,2668.39647515316
"PA",1,"t1000","S","rep2",2292.967,27.016181536131,82596.2836378104
"PA",1,"t1000","S","rep2",254.019,8.99203864418522,3045.53155247638
"PA",1,"t1000","S","rep2",419.184,11.5512082194923,6456.10888837287
"PA",1,"t1000","S","rep2",153.666,6.99381204854108,1432.94816300148
"PA",1,"t1000","S","rep2",388.869,11.1256841196577,5768.57821056958
"PA",1,"t1000","S","rep2",184.504,7.66351402689746,1885.26532269158
"PA",1,"t1000","S","rep2",8791.884,52.9012627011973,620135.686829938
"PA",1,"t1000","S","rep2",162.551,7.19316274729422,1559.0077303139
"PA",1,"t1000","S","rep2",110.807,5.93893623120903,877.434275962105
"PA",1,"t1000","S","rep2",474.587,12.2908801130882,7777.45589364024
"PA",1,"t1000","S","rep2",649.16,14.3747711534852,12442.0352559952
"PA",1,"t1000","S","rep2",557.17,13.3173841006792,9893.39586583389
"PA",1,"t1000","S","rep2",705.086,14.9811830110237,14084.0298726808
"PA",1,"t1000","S","rep2",132.236,6.4878367819636,1143.90077959965
"PA",1,"t1000","S","rep2",367.439,10.8147799917283,5298.36259384085
"PA",1,"t1000","S","rep2",600.029,13.8200999524958,11056.6143391948
"PA",1,"t1000","S","rep2",145.303,6.8008368155811,1317.57598908584
"PA",1,"t1000","S","rep2",111.329,5.95290864359224,883.641821843308
"PA",1,"t1000","S","rep2",835.754,16.3103881197735,18175.2961502042
"PA",1,"t1000","S","rep2",251.406,8.94567019545892,2998.66021487939
"PA",1,"t1000","S","rep2",431.728,11.7227680409686,6748.06293438841
"PA",1,"t1000","S","rep2",398.277,11.259462977408,5979.18018167084
"PA",1,"t1000","S","rep2",10059.889,56.5876499124285,759020.635853187
"PA",1,"t1000","S","rep2",122.306,6.23948787478545,1017.50240535135
"PA",1,"t1000","S","rep2",917.814,17.0923746120277,20916.8276162181
"PA",1,"t1000","S","rep2",190.253,7.78199272526804,1974.06328261389
"PA",1,"t1000","S","rep2",187.64,7.72836768299273,1933.53454938234
"PA",1,"t1000","S","rep2",179.277,7.5541803966659,1805.72106529743
"PA",1,"t1000","S","rep2",652.296,14.4094505626739,12532.3026189732
"PA",1,"t1000","S","rep2",650.728,14.3921213035676,12487.1417488373
"PA",1,"t1000","S","rep2",181.89,7.60903313161204,1845.34271507855
"PA",1,"t1000","S","rep2",146.871,6.83743309244774,1338.96084762786
"PA",1,"t1000","S","rep2",482.95,12.3986999129934,7983.93616397353
"PA",1,"t1000","S","rep2",7673.364,49.4217322792999,505641.255052824
"PA",1,"t1000","S","rep2",618.322,14.0291840619807,11566.0708634294
"PA",1,"t1000","S","rep2",428.592,11.6801143290331,6674.67141401191
"PA",1,"t1000","S","rep2",1113.816,18.8291965890657,27963.0139040625
"PA",1,"t1000","S","rep2",117.601,6.11829722431821,959.357162502728
"PA",1,"t1000","S","rep2",694.11,14.8641203943937,13756.4461426035
"PA",1,"t1000","S","rep2",194.434,7.86703657105134,2039.49251820773
"PA",1,"t1000","S","rep2",305.764,9.86548042616783,4022.01167603571
"PA",1,"t1000","S","rep2",116.033,6.07737204913142,940.234281302487
"PA",1,"t1000","S","rep2",130.668,6.4492570275857,1123.61535637409
"PA",1,"t1000","S","rep2",5108.607,40.3251796366453,274673.993290699
"PA",1,"t1000","S","rep2",641.843,14.2935290351215,12232.268741986
"PA",1,"t1000","S","rep2",249.315,8.90839094752311,2961.32731877563
"PA",1,"t1000","S","rep2",319.353,10.0823220084687,4293.093040494
"PA",1,"t1000","S","rep2",252.974,8.97352356365426,3026.7575333225
"PA",1,"t1000","S","rep2",343.919,10.4629258692989,4797.86533605785
"PA",1,"t1000","S","rep2",1124.27,18.9173532963745,28357.6170540199
"PA",1,"t1000","S","rep2",601.074,13.8321291393638,11085.5109204186
"PA",1,"t1000","S","rep2",261.859,9.12974854452198,3187.60909882664
"PA",1,"t1000","S","rep2",115.511,6.06368644167687,933.896646086048
"PA",1,"t1000","S","rep2",107.671,5.85429276303252,840.450074784632
"PA",1,"t1000","S","rep2",102.967,5.72498157644951,785.978903976369
"PA",1,"t1000","S","rep2",210.637,8.18827451274657,2299.6714380552
"PA",1,"t1000","S","rep2",285.902,9.53967678067334,3636.55022793076
"PA",1,"t1000","S","rep2",8202.832,51.0983612291505,558868.36351738
"PA",1,"t1000","S","rep2",392.528,11.1779042312927,5850.18718946781
"PA",1,"t1000","S","rep2",10631.171,58.1722170027103,824585.048539894
"PA",1,"t1000","S","rep2",390.437,11.148092080349,5803.50350343364
"PA",1,"t1000","S","rep2",199.138,7.9616326287306,2113.95146456021
"PA",1,"t1000","S","rep2",160.983,7.15838532125263,1536.50445889495
"PA",1,"t1000","S","rep2",170.914,7.37588068553284,1680.85502864955
"PA",1,"t1000","S","rep2",16495.564,72.461721614777,1593729.28859565
"PA",1,"t1000","S","rep2",112.897,5.99468357968053,902.375722793591
"PA",1,"t1000","S","rep2",504.38,12.6707987275223,8521.19661625025
"PA",1,"t1000","S","rep2",185.026,7.67434720357647,1893.27168758525
"PA",1,"t1000","S","rep2",338.17,10.3751074312882,4678.06677338499
"PA",1,"t1000","S","rep2",11712.582,61.059238804118,953548.45513442
"PA",1,"t1000","S","rep2",141.122,6.70227780370442,1261.11846428583
"PA",1,"t1000","S","rep2",171.959,7.39839507719603,1696.29415877274
"PA",1,"t1000","S","rep2",686.792,14.7855565790381,13539.4692987077
"PA",1,"t1000","S","rep2",172.482,7.40963735878839,1704.03876122472
"PA",1,"t1000","S","rep2",191.298,7.80333547960017,1990.34996076874
"PA",1,"t1000","S","rep2",176.664,7.49892643868262,1766.38712048457
"PA",1,"t1000","S","rep2",228.931,8.53645128574757,2605.67777239664
"PA",1,"t1000","S","rep2",281.721,9.46966627952557,3557.07180524563
"PA",1,"t1000","S","rep2",354.372,10.6207396628823,5018.25700775326
"PA",1,"t1000","S","rep2",6068.758,43.9516287326985,355642.397979459
"PA",1,"t1000","S","rep2",122.306,6.23948787478545,1017.50240535135
"PA",1,"t1000","S","rep2",169.869,7.35329735942688,1665.46302553131
"PA",1,"t1000","S","rep2",159.938,7.13511363444641,1521.56773928812
"PA",1,"t1000","S","rep2",239.907,8.73869383058445,2795.29842775203
"PA",1,"t1000","S","rep2",287.47,9.56580069734125,3666.50763528625
"PA",1,"t1000","S","rep2",222.136,8.40880995607122,2490.53254453578
"PA",1,"t1000","S","rep2",190.776,7.79268162102102,1982.20883857588
"PA",1,"t1000","S","rep2",131.191,6.46215074710716,1130.36802488498
"PA",1,"t1000","S","rep2",96.172,5.53285625821488,709.474469420055
"PA",1,"t1000","S","rep2",386.255,11.0882273194555,5710.51099103506
"PA",1,"t1000","S","rep2",134.85,6.55164774326918,1177.9862642398
"PA",1,"t1000","S","rep2",178.232,7.53213167929965,1789.95585795325
"PA",1,"t1000","S","rep2",98.263,5.59268131991068,732.738192717844
"PA",1,"t1000","S","rep2",8472.009,51.9299934579049,586601.829260416
"PA",1,"t1000","S","rep2",110.284,5.92490400663953,871.229484624312
"PA",1,"t1000","S","rep2",378.938,10.9827005627356,5549.01678112255
"PA",1,"t1000","S","rep2",3181.511,31.8230483188283,134993.837706511
"PA",1,"t1000","S","rep2",158.37,7.10005187832645,1499.24695462741
"PA",1,"t1000","S","rep2",146.348,6.82524836348286,1331.81526333199
"PA",1,"t1000","S","rep2",126.487,6.3452393629972,1070.1203884099
"PA",1,"t1000","S","rep2",286.948,9.5571117614406,3656.52547429581
"PA",1,"t1000","S","rep2",5109.652,40.3293038194162,274758.277225983
"PA",1,"t1000","S","rep2",130.668,6.4492570275857,1123.61535637409
"PA",1,"t1000","S","rep2",119.692,6.17245063950375,985.057282591311
"PA",1,"t1000","S","rep2",384.687,11.0656981337096,5675.77362394979
"PA",1,"t1000","S","rep2",277.017,9.39027421010564,3468.35412114778
"PA",1,"t1000","S","rep2",193.389,7.84586710180571,2023.07252393481
"PA",1,"t1000","S","rep2",259.246,9.08408304418245,3140.01625716283
"PA",1,"t1000","S","rep2",123.351,6.26608671905016,1030.57075050874
"PA",1,"t1000","S","rep2",119.692,6.17245063950375,985.057282591311
"PA",1,"t1000","S","rep2",275.449,9.36366060039763,3438.94793162524
"PA",1,"t1000","S","rep2",379.461,10.9902769628971,5560.50864882388
"PA",1,"t1000","S","rep2",675.294,14.6612672126456,13200.8877081284
"PA",1,"t1000","S","rep2",164.119,7.22777283889011,1581.61980072774
"PA",1,"t1000","S","rep2",90.422,5.36490601301744,646.807375345418
"PA",1,"t1000","S","rep2",178.232,7.53213167929965,1789.95585795325
"PA",1,"t1000","S","rep2",250.883,8.93636051060206,2989.30791197517
"PA",1,"t1000","S","rep2",153.666,6.99381204854108,1432.94816300148
"PA",1,"t1000","S","rep2",211.16,8.19843372642417,2308.2416875623
"PA",1,"t1000","S","rep2",223.704,8.43843556465644,2516.94905274121
"PA",1,"t1000","S","rep2",5830.941,43.0818542550619,334943.667109153
"PA",1,"t1000","S","rep2",512.742,12.7754000979088,8733.97892933596
"PA",1,"t1000","S","rep2",812.234,16.0792447613252,17413.479052627
"PA",1,"t1000","S","rep2",171.959,7.39839507719603,1696.29415877274
"PA",1,"t1000","S","rep2",174.573,7.45441558814391,1735.11958995873
"PA",1,"t1000","S","rep2",494.971,12.5520581051187,8283.87300313164
"PA",1,"t1000","S","rep2",7050.86,47.3746603586542,445376.130315228
"PA",1,"t1000","S","rep2",150.53,6.92207968512686,1389.30754000286
"PA",1,"t1000","S","rep2",218.477,8.33926789375279,2429.2509754979
"PA",1,"t1000","S","rep2",7640.958,49.3172634207853,502441.517964209
"PA",1,"t1000","S","rep2",767.807,15.633315668185,16004.4922709895
"PA",1,"t1000","S","rep2",144.78,6.78858640084143,1310.46871881843
"PA",1,"t1000","S","rep2",405.072,11.3551055572478,6132.84709104732
"PA",1,"t1000","S","rep2",117.079,6.10470336417029,952.976753564924
"PA",1,"t1000","S","rep2",383.119,11.0431229860419,5641.10698038587
"PA",1,"t1000","S","rep2",280.675,9.45207000104397,3537.27966339069
"PA",1,"t1000","S","rep2",413.434,11.471709963406,6323.72658268108
"PA",1,"t1000","S","rep2",120.737,6.19933712006149,997.985821153153
"PA",1,"t1000","S","rep2",257.678,9.05656970668624,3111.57169183933
"PA",1,"t1000","S","rep2",376.325,10.944768975091,5491.72024606817
"PA",1,"t1000","S","rep2",395.664,11.222466877074,5920.43484593415
"PA",1,"t1000","S","rep2",387.301,11.1032309364828,5733.72325990762
"PA",1,"t1000","S","rep2",224.749,8.45812204983593,2534.6059634381
"PA",1,"t1000","S","rep2",121.26,6.21274953612702,1004.47734500102
"PA",1,"t1000","S","rep2",431.205,11.7156653448228,6735.80463335241
"PA",1,"t1000","S","rep2",113.943,6.02239017014338,914.945604208864
"PA",1,"t1000","S","rep2",241.998,8.77669390127655,2831.9231609615
"PA",1,"t1000","S","rep2",131.714,6.47501879138677,1137.13416678496
"PA",1,"t1000","S","rep2",359.076,10.6909981148315,5118.50778544165
"PA",1,"t1000","S","rep2",306.809,9.88232451754964,4042.64813720652
"PA",1,"t1000","S","rep2",1255.461,19.9906390097512,33463.2901890951
"PA",1,"t1000","S","rep2",351.236,10.5736413398436,4951.79131952175
"PA",1,"t1000","S","rep2",420.229,11.5655974839663,6480.26595345291
"PA",1,"t1000","S","rep2",779.828,15.7552201483487,16381.8157571286
"PA",1,"t1000","S","rep2",108.716,5.88263355873515,852.715186628601
"PA",1,"t1000","S","rep2",132.759,6.50065398093714,1150.69376247364
"PA",1,"t1000","S","rep2",658.568,14.478560188233,12713.488568059
"PA",1,"t1000","S","rep2",10486.913,57.7761895892185,807858.498258186
"PA",1,"t1000","S","rep2",388.869,11.1256841196577,5768.57821056958
"PA",1,"t1000","S","rep2",259.246,9.08408304418245,3140.01625716283
"PA",1,"t1000","S","rep2",855.616,16.5030612789576,18827.0443723421
