"Time","Condition","Ploidy","Replicate","Area","Radius","Volume"
"24h","PM","2N","Rep4",1327.59,20.5568728604022,36388.1317876551
"24h","PM","2N","Rep4",1212.602,19.6464552682217,31764.4412682083
"24h","PM","2N","Rep4",1089.773,18.6248629416747,27062.4970167169
"24h","PM","2N","Rep4",1451.986,21.4984068805216,41620.5144170947
"24h","PM","2N","Rep4",1273.232,20.1316251953378,34176.3058809471
"24h","PM","2N","Rep4",1446.237,21.4558042232117,41373.5705764866
"24h","PM","2N","Rep4",1519.411,21.9918972004782,44552.9740230343
"24h","PM","2N","Rep4",2629.568,28.9312545665157,101435.601610618
"24h","PM","2N","Rep4",1856.535,24.3095340256909,60175.3343365147
"24h","PM","2N","Rep4",3121.927,31.5236455386128,131219.3601939
"24h","PM","2N","Rep4",1125.315,18.926143018875,28397.1635083805
"24h","PM","2N","Rep4",2440.883,27.8739518173859,90716.073511835
"24h","PM","2N","Rep4",2871.043,30.2304708954189,115723.975801328
"24h","PM","2N","Rep4",2154.981,26.1906807249875,75253.8924525524
"24h","PM","2N","Rep4",239.907,8.73869383058445,2795.29842775203
"24h","PM","2N","Rep4",856.139,16.5081043020543,18844.3092120753
"24h","PM","2N","Rep4",1011.372,17.942399678122,24195.2541963488
"24h","PM","2N","Rep4",1578.473,22.415252864382,47175.8285794663
"24h","PM","2N","Rep4",1010.85,17.9377687700808,24176.5247483149
"24h","PM","2N","Rep4",1700.256,23.2638838942105,52739.4108992464
"24h","PM","2N","Rep4",1328.635,20.5649618436262,36431.104105475
"24h","PM","2N","Rep4",1004.578,17.8820331294498,23951.8627694885
"24h","PM","2N","Rep4",952.31,17.4106199691937,22107.0766704838
"24h","PM","2N","Rep4",1552.862,22.2326635039334,46032.3444187268
"24h","PM","2N","Rep4",1319.227,20.4920227459513,36044.8395880974
"24h","PM","2N","Rep4",1261.733,20.0405111617527,33714.3656928689
"24h","PM","2N","Rep4",2336.871,27.273597893131,84979.8399761586
"24h","PM","2N","Rep4",1703.914,23.288895882093,52909.7009840541
"24h","PM","2N","Rep4",2640.545,28.991577715143,102071.420770443
"24h","PM","2N","Rep4",1329.68,20.5730476463956,36474.0933259457
"24h","PM","2N","Rep4",3028.891,31.0503776059665,125397.612369751
"24h","PM","2N","Rep4",1682.485,23.1419880056994,51914.7302530255
"24h","PM","2N","Rep4",2292.444,27.0131003167484,82568.0263233707
"24h","PM","2N","Rep4",1299.888,20.3412684297631,35255.1609821705
"24h","PM","2N","Rep4",1706.005,23.3031812716414,53007.1250204354
"24h","PM","2N","Rep4",1575.337,22.392975263933,47035.3099644778
"24h","PM","2N","Rep4",1940.685,24.8543602104055,64312.6453932411
"24h","PM","2N","Rep4",1191.172,19.4720780541091,30926.1255464924
"24h","PM","2N","Rep4",1612.447,22.6551941295455,48707.0664114711
"24h","PM","2N","Rep4",1012.418,17.9516756418564,24232.7993999693
"24h","PM","2N","Rep4",962.241,17.5011663380295,22453.7863976958
"24h","PM","2N","Rep4",1139.95,19.0488150485854,28952.9289528465
"24h","PM","2N","Rep4",1473.416,21.6564743035743,42545.3276566337
"24h","PM","2N","Rep4",1297.797,20.324901361622,35170.1280165453
"24h","PM","2N","Rep4",337.647,10.3670814668497,4667.21860804986
"24h","PM","2N","Rep4",745.332,15.402809616727,15306.9425296725
"24h","PM","2N","Rep4",1646.943,22.8962494500997,50278.4236774607
"24h","PM","2N","Rep4",1546.59,22.1877192805612,45753.7396828309
"24h","PM","2N","Rep4",229.453,8.54617799454992,2614.59490584462
"24h","PM","2N","Rep4",2164.912,26.2509598361264,75774.6906143308
"24h","PM","2N","Rep4",1805.836,23.975309208154,57727.3019722879
"24h","PM","2N","Rep4",1782.315,23.8186583331988,56603.1360361804
"24h","PM","2N","Rep4",545.148,13.1729266996109,9574.92619258596
"24h","PM","2N","Rep4",1084.024,18.575671079681,26848.6310219735
"24h","PM","2N","Rep4",1449.373,21.4790538587681,41508.2143045923
"24h","PM","2N","Rep4",2669.292,29.1489628067844,103742.790971263
"24h","PM","2N","Rep4",1274.277,20.1398849757545,34218.389609666
"24h","PM","2N","Rep4",1178.105,19.3649804663613,30418.6404164301
"24h","PM","2N","Rep4",1212.079,19.6422180146684,31743.8932920016
"24h","PM","2N","Rep4",1926.05,24.7604676103722,63586.5315212765
"24h","PM","2N","Rep4",1223.055,19.73095278608,32176.053946372
"24h","PM","2N","Rep4",2115.781,25.9513777919367,73209.9094080022
"24h","PM","2N","Rep4",2463.881,28.004958144593,92001.1790376771
"24h","PM","2N","Rep4",338.17,10.3751074312882,4678.06677338499
"24h","PM","2N","Rep4",1738.411,23.5234650413295,54524.6005146168
"24h","PM","2N","Rep4",1481.256,21.714014570527,42885.3524889073
"24h","PM","2N","Rep4",568.668,13.4540940369972,10201.2169971082
"24h","PM","2N","Rep4",2997.53,30.8892122452564,123455.120508698
"24h","PM","2N","Rep4",1899.917,24.5919166399988,62296.8006492221
"24h","PM","2N","Rep4",1692.938,23.2137653579986,52399.2873301858
"24h","PM","2N","Rep4",1804.268,23.9648981163087,57652.1317260214
"24h","PM","2N","Rep4",2584.619,28.6829179080243,98845.8861340266
"24h","PM","2N","Rep4",1605.652,22.6074081966681,48399.5069143954
"24h","PM","2N","Rep4",1387.174,21.0131196650358,38865.1376776351
"24h","PM","2N","Rep4",1888.941,24.520778835875,61757.7393266888
"24h","PM","2N","Rep4",2050.447,25.5475547009082,69845.2091917507
"24h","PM","2N","Rep4",2102.191,25.8678985993565,72505.6848326397
"24h","PM","2N","Rep4",1708.096,23.3174579092788,53104.60878001
"24h","PM","2N","Rep4",136.418,6.58962806639497,1198.59184208196
"24h","PM","2N","Rep4",1457.213,21.5370681425198,41845.4609055542
"24h","PM","2N","Rep4",2692.289,29.2742584050198,105086.351849323
"24h","PM","2N","Rep4",1719.595,23.3958134872933,53641.7651915762
"24h","PM","2N","Rep4",1409.127,21.1787406374531,39791.3803443098
"24h","PM","2N","Rep4",1214.692,19.6633789636563,31846.5988268288
"24h","PM","2N","Rep4",1843.991,24.2272690440738,59566.4880958008
"24h","PM","2N","Rep4",1242.917,19.8905195710393,32963.0198849033
"24h","PM","2N","Rep4",1037.506,18.1727382849971,25139.1000094856
"24h","PM","2N","Rep4",1619.764,22.7065385843946,49038.9783514845
"24h","PM","2N","Rep4",1631.263,22.7869949722606,49562.1090392463
"24h","PM","2N","Rep4",1413.831,21.214061013703,39990.7961294197
"24h","PM","2N","Rep4",1358.427,20.7942478526872,37663.2903037098
"24h","PM","2N","Rep4",1495.368,21.8172046303573,43499.6662049175
"24h","PM","2N","Rep4",2219.27,26.5784796613934,78646.4300775206
"24h","PM","2N","Rep4",1208.943,19.6167914994448,31620.7770209511
"24h","PM","2N","Rep4",1944.344,24.8777795902716,64494.6153062228
"24h","PM","2N","Rep4",798.122,15.9389498707029,16961.6353982735
"24h","PM","2N","Rep4",2510.922,28.2710328080949,94648.4776540896
"24h","PM","2N","Rep4",1310.341,20.4228914351508,35681.2693147025
"24h","PM","2N","Rep4",1399.719,21.1079225784843,39393.5470448447
"24h","PM","2N","Rep4",2034.244,25.4464138162936,69018.9528364165
"24h","PM","2N","Rep4",1831.969,24.148164399851,58984.9181165743
"24h","PM","2N","Rep4",2090.692,25.7970527883586,71911.5891842654
"24h","PM","2N","Rep4",2402.206,27.6522317083092,88568.475897454
"24h","PM","2N","Rep4",1085.592,18.5891007303213,26906.905386708
"24h","PM","2N","Rep4",1719.072,23.3922553992073,53617.2950315014
"24h","PM","2N","Rep4",1870.124,24.3983392383493,60837.226359705
"24h","PM","2N","Rep4",422.32,11.594336166126,6528.69339957114
"24h","PM","2N","Rep4",1365.222,20.8461905257437,37946.2372292492
"24h","PM","2N","Rep4",868.16,16.6235950019639,19242.58698254
"24h","PM","2N","Rep4",1920.301,24.7234866624556,63302.0482152002
"24h","PM","2N","Rep4",1625.513,22.7467988521522,49300.2896567446
"24h","PM","2N","Rep4",2630.614,28.9370081890559,101496.13181366
"24h","PM","2N","Rep4",1601.993,22.5816343407033,48234.1601898217
"24h","PM","2N","Rep4",2268.924,26.8741686420189,81300.5949492321
"24h","PM","2N","Rep4",499.675,12.6115618532712,8402.24289204439
"24h","PM","2N","Rep4",1548.68,22.2027060183013,45846.5156752305
"24h","PM","2N","Rep4",804.394,16.001455014683,17161.9658734412
"24h","PM","2N","Rep4",1879.533,24.4596389038898,61296.9313172596
"24h","PM","2N","Rep4",2467.54,28.0257448884762,92206.1953894808
"24h","PM","2N","Rep4",2244.358,26.7282872540625,79983.7937666043
"24h","PM","2N","Rep4",1168.174,19.2831878324841,30034.8248840324
"24h","PM","2N","Rep4",2495.241,28.182616605119,93763.2272538316
"24h","PM","2N","Rep4",1102.84,18.7361915788383,27550.6953610747
"24h","PM","2N","Rep4",2208.817,26.5158120349127,78091.4351886931
"24h","PM","2N","Rep4",1465.575,21.5987733782224,42206.1630583844
"24h","PM","2N","Rep4",2531.829,28.388487117612,95833.0599339952
"24h","PM","2N","Rep4",1176.015,19.347795760769,30337.730708801
"24h","PM","2N","Rep4",848.298,16.432335191017,18586.0227704925
"24h","PM","2N","Rep4",177.186,7.50999703684104,1774.22177995962
"24h","PM","2N","Rep4",1601.993,22.5816343407033,48234.1601898217
"24h","PM","2N","Rep4",1084.024,18.575671079681,26848.6310219735
"24h","PM","2N","Rep4",1399.196,21.1039787601489,39371.4702203804
"24h","PM","2N","Rep4",637.139,14.2410548265658,12098.0419081911
"24h","PM","2N","Rep4",377.893,10.9675465724861,5526.07876922198
"24h","PM","2N","Rep4",1444.668,21.4441625309398,41306.2605269971
"24h","PM","2N","Rep4",1138.905,19.0400819568654,28913.1260547783
"24h","PM","2N","Rep4",1416.967,21.2375752970104,40123.9244745053
"24h","PM","2N","Rep4",1645.898,22.8889843603889,50230.5781077272
"24h","PM","2N","Rep4",1080.888,18.5487826085009,26732.2087148497
"24h","PM","2N","Rep4",1523.592,22.0221342315075,44736.9967174013
"24h","PM","2N","Rep4",1379.857,20.9576268842612,38558.0375461813
"24h","PM","2N","Rep4",1866.466,24.3744657382662,60658.8154248518
"24h","PM","2N","Rep4",831.573,16.2695392369764,18039.0794025469
"24h","PM","2N","Rep4",2605.003,28.7958019238644,100017.53386543
"24h","PM","2N","Rep4",1339.611,20.6497318370131,36883.4772212173
"24h","PM","2N","Rep4",1248.143,19.9322917967577,33171.1339734408
"24h","PM","2N","Rep4",1766.635,23.7136539946568,55857.8281664673
"24h","PM","2N","Rep4",498.107,12.5917585140976,8362.72407757548
"24h","PM","2N","Rep4",382.074,11.0280520244414,5618.04259891522
"24h","PM","2N","Rep4",1144.654,19.0880770236245,29132.3249565331
"24h","PM","2N","Rep4",1483.869,21.7331583646201,42998.8799591339
"24h","PM","2N","Rep4",1570.633,22.3595172458286,46824.79420049
"24h","PM","2N","Rep4",1613.492,22.6625341671768,48754.4234379553
"24h","PM","2N","Rep4",1489.618,21.775218392414,43249.009695028
"24h","PM","2N","Rep4",1307.205,20.398438047284,35553.2536101331
"24h","PM","2N","Rep4",2331.645,27.2430845274724,84694.9357640778
"24h","PM","2N","Rep4",1400.764,21.1158004681412,39437.6708359404
"24h","PM","2N","Rep4",3020.005,31.0047971743806,124846.189987487
"24h","PM","2N","Rep4",1237.69,19.8486514159228,32755.3031612981
"24h","PM","2N","Rep4",882.795,16.7631254834419,19731.2044815401
"24h","PM","2N","Rep4",1990.862,25.1736182665034,66822.9333457167
"24h","PM","2N","Rep4",1866.466,24.3744657382662,60658.8154248518
"24h","PM","2N","Rep4",2214.043,26.547161342336,78368.7423198262
"24h","PM","2N","Rep4",1808.972,23.9961178408022,57877.7403769488
"24h","PM","2N","Rep4",1271.664,20.1192252113252,34113.1925455129
"24h","PM","2N","Rep4",1661.578,22.9977543265748,50950.083517922
"24h","PM","2N","Rep4",1416.444,21.2336555596467,40101.7120207042
"24h","PM","2N","Rep4",1126.361,18.934937066488,28436.766198862
"24h","PM","2N","Rep4",1124.793,18.9217528736194,28377.406906636
"24h","PM","2N","Rep4",1604.606,22.600043213008,48352.2199198025
"24h","PM","2N","Rep4",1050.05,18.2822672551106,25596.3929749719
"24h","PM","2N","Rep4",2199.408,26.4592764480006,77592.9923919254
"24h","PM","2N","Rep4",2358.824,27.4014050546244,86180.1225020924
"24h","PM","2N","Rep4",1496.936,21.8286400809675,43568.1028909908
"24h","PM","2N","Rep4",1118.52,18.8689155463236,28140.3458891652
"24h","PM","2N","Rep4",1312.955,20.443252104654,35788.0934227546
"24h","PM","2N","Rep4",1358.427,20.7942478526872,37663.2903037098
"24h","PM","2N","Rep4",347.578,10.518436842991,4874.63632135081
"24h","PM","2N","Rep4",1307.205,20.398438047284,35553.2536101331
"24h","PM","2N","Rep4",896.384,16.8916514591372,20188.5414687296
"24h","PM","2N","Rep4",1046.914,18.2549466223327,25481.8122508971
"24h","PM","2N","Rep4",1346.406,20.7020371127378,37164.4626410838
"24h","PM","2N","Rep4",2007.065,25.2758507614179,67640.367211287
"24h","PM","2N","Rep4",1850.263,24.2684363925672,59870.6532333607
"24h","PM","2N","Rep4",1229.327,19.7814796578178,32423.8760577416
"24h","PM","2N","Rep4",1523.069,22.0183541628356,44713.9635419145
"24h","PM","2N","Rep4",1236.122,19.8360745393155,32693.077508917
"24h","PM","2N","Rep4",2373.981,27.4893001350067,87012.1016317379
"24h","PM","2N","Rep4",1345.361,20.6940017103051,37121.2037799704
"24h","PM","2N","Rep4",677.384,14.6839376170944,13262.2191984239
"24h","PM","2N","Rep4",307.854,9.89913994755225,4063.31977255167
"24h","PM","2N","Rep4",946.561,17.3579873307943,21907.191794432
"24h","PM","2N","Rep4",1051.618,18.2959122726588,25653.7475631318
"24h","PM","2N","Rep4",1167.129,19.2745609327891,29994.5320359003
"24h","PM","2N","Rep4",2802.051,29.8650386721862,111577.815301917
"24h","PM","2N","Rep4",1497.981,21.836257958164,43613.7327099046
"24h","PM","2N","Rep4",1185.945,19.4293082216078,30722.7879184995
"24h","PM","2N","Rep4",1149.881,19.1316097136363,29332.0993455011
"24h","PM","2N","Rep4",2022.222,25.371110631156,68408.0241103434
"24h","PM","2N","Rep4",2550.122,28.4908589476481,96873.5549350591
"24h","PM","2N","Rep4",2358.301,27.398367157499,86151.4622211961
"24h","PM","2N","Rep4",1690.848,23.199431769638,52302.2837451052
"24h","PM","2N","Rep4",1426.898,21.3118685238033,40546.4834305039
"24h","PM","2N","Rep4",1072.525,18.4768858490621,26422.5626603537
"24h","PM","2N","Rep4",1125.315,18.926143018875,28397.1635083805
"24h","PM","2N","Rep4",1831.969,24.148164399851,58984.9181165743
"24h","PM","2N","Rep4",1438.396,21.3975621753325,41037.5571236661
"24h","PM","2N","Rep4",1331.771,20.589217455573,36560.1636267013
"24h","PM","2N","Rep4",990.466,17.7559882780124,23448.9369143598
"24h","PM","2N","Rep4",1425.852,21.3040556663498,40501.9071733016
"24h","PM","2N","Rep4",1154.062,19.1663596926761,29492.2231995322
"24h","PM","2N","Rep4",1311.387,20.4310412537615,35724.002528862
"24h","PM","2N","Rep4",3070.182,31.2613064823517,127970.533944799
"24h","PM","2N","Rep4",1005.1,17.8866784676006,23970.5340370472
"24h","PM","2N","Rep4",1138.905,19.0400819568654,28913.1260547783
"24h","PM","2N","Rep4",1179.673,19.3778631010772,30479.3891973828
"24h","PM","2N","Rep4",1823.606,24.0929827606313,58581.4772269118
"24h","PM","2N","Rep4",927.222,17.1797534699165,21239.2604958438
"24h","PM","2N","Rep4",1446.759,21.45967596739,41395.9724572069
"24h","PM","2N","Rep4",1373.062,20.9059610863334,38273.5743214975
"24h","PM","2N","Rep4",2374.504,27.4923279840569,87040.8570232733
"24h","PM","2N","Rep4",1247.098,19.9239459555589,33129.4842043808
"24h","PM","2N","Rep4",1347.974,20.7140882135495,37229.4031274282
"24h","PM","2N","Rep4",1910.893,24.6628492542813,62837.4213334151
"24h","PM","2N","Rep4",1610.879,22.6441760977488,48636.036997554
"24h","PM","2N","Rep4",3428.736,33.0363521883737,151030.573409274
"24h","PM","2N","Rep4",781.919,15.7763287204262,16447.7482356625
"24h","PM","2N","Rep4",676.862,14.6782787200044,13246.8921213061
"24h","PM","2N","Rep4",1550.771,22.2176898103093,45939.398726431
"24h","PM","2N","Rep4",1229.327,19.7814796578178,32423.8760577416
"24h","PM","2N","Rep4",1825.175,24.1033451312365,58657.0972665393
"24h","PM","2N","Rep4",1094.478,18.6650252507374,27237.946008502
"24h","PM","2N","Rep4",1697.642,23.2459938871373,52617.83407273
"24h","PM","2N","Rep4",1555.998,22.2551015787888,46171.8580618562
"24h","PM","2N","Rep4",1955.32,24.9478994436985,65041.5023203366
"24h","PM","2N","Rep4",1604.084,22.5963668643709,48328.6273936901
"24h","PM","2N","Rep4",1415.399,21.2258214115414,40057.3418667658
"24h","PM","2N","Rep4",2239.654,26.7002623550982,79732.4658461933
"24h","PM","2N","Rep4",1586.313,22.4708502394072,47527.7358077664
"24h","PM","2N","Rep4",1820.993,24.0757154529513,58455.6124130883
"24h","PM","2N","Rep4",1066.253,18.4227813066628,26191.1277820975
"24h","PM","2N","Rep4",1158.766,19.2053813701693,29672.7239317141
"24h","PM","2N","Rep4",1070.435,18.4588743702628,26345.3669153764
"24h","PM","2N","Rep4",2223.974,26.6066328349851,78896.612870071
"24h","PM","2N","Rep4",1249.189,19.940642126372,33212.8410629341
"24h","PM","2N","Rep4",1413.831,21.214061013703,39990.7961294197
"24h","PM","2N","Rep4",1364.7,20.8422048179894,37924.4758868134
"24h","PM","2N","Rep4",1757.227,23.6504276149309,55412.2266220028
"24h","PM","2N","Rep4",860.843,16.5533935297906,18999.830595154
"24h","PM","2N","Rep4",1229.327,19.7814796578178,32423.8760577416
"24h","PM","2N","Rep4",1815.766,24.0411370113062,58204.1055819619
"24h","PM","2N","Rep4",2453.95,27.9484623047622,91445.5054303616
"24h","PM","2N","Rep4",531.559,13.0077086679388,9219.15281576116
"24h","PM","2N","Rep4",1560.702,22.2887163377978,46381.3922211116
"24h","PM","2N","Rep4",389.391,11.1331489207229,5780.19732185226
"24h","PM","2N","Rep4",1760.886,23.6750379565193,55585.390516138
"24h","PM","2N","Rep4",2310.738,27.1206701572907,83558.3508238902
"24h","PM","2N","Rep4",1636.49,22.8234735665041,49800.5150091311
"24h","PM","2N","Rep4",3377.514,32.7886580531159,147658.868820815
"24h","PM","2N","Rep4",1720.64,23.4029212399495,53690.6698697422
"24h","PM","2N","Rep4",2289.831,26.99770073525,82426.8960963975
"24h","PM","2N","Rep4",1160.334,19.2183709891131,29732.9723777087
"24h","PM","2N","Rep4",1532.478,22.0862603842109,45128.9441880997
"24h","PM","2N","Rep4",704.041,14.9700771734391,14052.7308043536
"24h","PM","2N","Rep4",1111.726,18.8115224404502,27884.3447955092
"24h","PM","2N","Rep4",1073.571,18.4858936170318,26461.2257284406
"24h","PM","2N","Rep4",1380.38,20.9615982379775,38579.9613009858
"24h","PM","2N","Rep4",1997.657,25.2165416404441,67165.3345650996
"24h","PM","2N","Rep4",1171.833,19.3133639963733,30176.0496959495
"24h","PM","2N","Rep4",1337.521,20.6336171641918,36797.1950174226
"24h","PM","2N","Rep4",1190.127,19.4635348771557,30885.4378303262
"24h","PM","2N","Rep4",1175.492,19.3434930850133,30317.4951646512
"24h","PM","2N","Rep4",980.012,17.662035788061,23078.6760223057
"24h","PM","2N","Rep4",1512.616,21.9426668114835,44254.4385356253
"24h","PM","2N","Rep4",666.931,14.570200091366,12956.4241561798
"24h","PM","2N","Rep4",933.494,17.2377599731883,21455.1273445485
"24h","PM","2N","Rep4",1981.454,25.114067715494,66349.8265748485
"24h","PM","2N","Rep4",1569.065,22.3483534419198,46754.6922577946
"24h","PM","2N","Rep4",510.652,12.7493364533032,8680.63221140289
"24h","PM","2N","Rep4",3295.977,32.390462542767,142344.292747095
"24h","PM","2N","Rep4",1688.757,23.1850824553651,52205.2937227667
"24h","PM","2N","Rep4",2053.583,25.5670837406022,70005.5047057029
"24h","PM","2N","Rep4",1137.337,19.0269706212685,28853.4369139755
"24h","PM","2N","Rep4",1741.024,23.5411374254357,54647.5803266423
"24h","PM","2N","Rep4",1038.029,18.1773180872612,25158.1110890689
"24h","PM","2N","Rep4",1216.26,19.6760662270154,31908.2830790264
"24h","PM","2N","Rep4",302.105,9.80627391854593,3950.03250954976
"24h","PM","2N","Rep4",1424.284,21.2923384796831,40435.116025596
"24h","PM","2N","Rep4",2947.354,30.6295921664546,120368.334653558
"24h","PM","2N","Rep4",1537.182,22.1201317234724,45336.8910972678
"24h","PM","2N","Rep4",1387.174,21.0131196650358,38865.1376776351
"24h","PM","2N","Rep4",1134.201,19.0007208078941,28734.1820547125
"24h","PM","2N","Rep4",1043.256,18.2230266042871,25348.3757907762
"24h","PM","2N","Rep4",1507.912,21.9085211069842,44048.1625059663
"24h","PM","2N","Rep4",1291.003,20.2716308666306,34894.3150182837
"24h","PM","2N","Rep4",141.122,6.70227780370442,1261.11846428583
"24h","PM","2N","Rep4",1062.594,18.3911439339585,26056.4255964809
"24h","PM","2N","Rep4",1260.688,20.0322104070737,33672.4896982305
"24h","PM","2N","Rep4",977.399,17.6384739829201,22986.4357765762
"24h","PM","2N","Rep4",1460.871,21.5640831416316,42003.124937598
"24h","PM","2N","Rep4",1802.177,23.9510074058075,57551.9395647679
"24h","PM","2N","Rep4",1530.91,22.074958388582,45059.6993955521
"24h","PM","2N","Rep4",888.544,16.8176199121424,19924.2603562863
"24h","PM","2N","Rep4",990.988,17.7606665834789,23467.4766083047
"24h","PM","2N","Rep4",1491.709,21.7904961395865,43340.1056078487
"24h","PM","2N","Rep4",1345.361,20.6940017103051,37121.2037799704
"24h","PM","2N","Rep4",1277.936,20.1687794055607,34365.8790378994
"24h","PM","2N","Rep4",845.685,16.4070075302396,18500.2135509476
"24h","PM","2N","Rep4",946.561,17.3579873307943,21907.191794432
"24h","PM","2N","Rep4",2562.666,28.5608459746393,97589.2118805934
"24h","PM","2N","Rep4",1234.554,19.8234896833969,32630.8913101285
"24h","PM","2N","Rep4",1605.129,22.6037260048051,48375.8614911557
"24h","PM","2N","Rep4",1042.21,18.2138888346121,25310.2627764281
"24h","PM","2N","Rep4",1387.174,21.0131196650358,38865.1376776351
"24h","PM","2N","Rep4",1340.134,20.6537623935938,36905.0789487685
"24h","PM","2N","Rep4",760.489,15.5586364130673,15776.2291295162
"24h","PM","2N","Rep4",2576.256,28.6364759378718,98366.523938397
"24h","PM","2N","Rep4",845.162,16.4019334234372,18483.054474692
"24h","PM","2N","Rep4",1065.73,18.4182625402792,26171.859916069
"24h","PM","2N","Rep4",2631.136,28.9398790718633,101526.343548835
"24h","PM","2N","Rep4",1261.733,20.0405111617527,33714.3656928689
"24h","PM","2N","Rep4",733.31,15.2780830812454,14938.094805744
"24h","PM","2N","Rep4",1993.998,25.1934371698406,66980.8844397171
"24h","PM","2N","Rep4",1456.167,21.5293370087096,41800.4134452821
"24h","PM","2N","Rep4",1749.91,23.6011366872843,55066.4868005942
"24h","PM","2N","Rep4",1655.306,22.9543081895174,50661.8720959431
"24h","PM","2N","Rep4",643.411,14.3109776807666,12277.1206140796
"24h","PM","2N","Rep4",1166.606,19.2702419051066,29974.3731039318
"24h","PM","2N","Rep4",1257.029,20.0031187048351,33526.0004032269
"24h","PM","2N","Rep4",1804.79,23.9683645559234,57677.1528891799
"24h","PM","2N","Rep4",1180.719,19.3864522413215,30519.9366718945
"24h","PM","2N","Rep4",835.754,16.3103881197735,18175.2961502042
"24h","PM","2N","Rep4",430.16,11.7014606199747,6711.33373371777
"24h","PM","2N","Rep4",1038.551,18.1818879824418,25177.0905947372
"24h","PM","2N","Rep4",1373.062,20.9059610863334,38273.5743214975
"24h","PM","2N","Rep4",1210.511,19.6295088739944,31682.3152220905
"24h","PM","2N","Rep4",1212.602,19.6464552682217,31764.4412682083
"24h","PM","2N","Rep4",1932.845,24.8041059496388,63923.3228856396
"24h","PM","2N","Rep4",2206.203,26.5001174681988,77952.8515449236
"24h","PM","2N","Rep4",1268.528,20.0944022877256,33987.0825936586
"24h","PM","2N","Rep4",1353.201,20.7542105678292,37446.157992796
"24h","PM","2N","Rep4",1046.392,18.2503950210298,25462.7564624605
"24h","PM","2N","Rep4",1088.205,18.6114590963372,27004.1104612395
"24h","PM","2N","Rep4",2130.938,26.0441669524044,73998.006716297
"24h","PM","2N","Rep4",550.375,13.2359285132704,9712.96554065491
"24h","PM","2N","Rep4",1677.258,23.1060122712867,51672.9919068184
"24h","PM","2N","Rep4",1550.771,22.2176898103093,45939.398726431
"24h","PM","2N","Rep4",1303.547,20.3698772015253,35404.1230885557
"24h","PM","2N","Rep4",1692.938,23.2137653579986,52399.2873301858
"24h","PM","2N","Rep4",1000.396,17.8447733776229,23802.4532105073
"24h","PM","2N","Rep4",2247.494,26.7469542067644,80151.492130637
"24h","PM","2N","Rep4",1660.532,22.9905143901684,50901.9797884469
"24h","PM","2N","Rep4",1173.924,19.3305875448322,30256.8542039727
"24h","PM","2N","Rep4",1104.931,18.7539452076341,27629.0872429551
"24h","PM","2N","Rep4",2100.101,25.8550364587727,72397.58389614
"24h","PM","2N","Rep4",1340.657,20.6577921637696,36926.6848918706
"24h","PM","2N","Rep4",2047.311,25.5280107214178,69685.0362107688
"24h","PM","2N","Rep4",1007.714,17.9099226309276,24064.1063654701
"24h","PM","2N","Rep4",1204.239,19.5785898120391,31436.4018888802
"24h","PM","2N","Rep4",1647.466,22.8998846056408,50302.3750556222
"24h","PM","2N","Rep4",1254.415,19.9823095731509,33421.4784842722
"24h","PM","2N","Rep4",1065.73,18.4182625402792,26171.859916069
"24h","PM","2N","Rep4",1439.442,21.4053409033392,41082.3289607792
"24h","PM","2N","Rep4",1107.544,18.7761072798261,27727.1532815037
"24h","PM","2N","Rep4",950.22,17.3915042491891,22034.3402235526
"24h","PM","2N","Rep4",1075.661,18.5038787956024,26538.5343588752
"24h","PM","2N","Rep4",1349.019,20.7221158270523,37272.7039611923
"24h","PM","2N","Rep4",1676.735,23.1024095498798,51648.824902157
"24h","PM","2N","Rep4",1711.232,23.3388530813761,53250.9229815326
"24h","PM","2N","Rep4",1308.251,20.4065976318893,35595.9356780224
"24h","PM","2N","Rep4",2106.895,25.8968242773356,72749.1861143959
"24h","PM","4N","Rep1",1979.363,25.1008129598706,66244.8272569177
"24h","PM","4N","Rep1",1337.521,20.6336171641918,36797.1950174226
"24h","PM","4N","Rep1",7024.204,47.2850248574718,442852.880991937
"24h","PM","4N","Rep1",1516.797,21.9729715886112,44438.049848921
"24h","PM","4N","Rep1",3286.569,32.3442020202257,141735.268919215
"24h","PM","4N","Rep1",1548.68,22.2027060183013,45846.5156752305
"24h","PM","4N","Rep1",5838.781,43.1108074102316,335619.417602026
"24h","PM","4N","Rep1",2935.855,30.5697836253728,119664.602807292
"24h","PM","4N","Rep1",1442.055,21.4247605102313,41194.2440234421
"24h","PM","4N","Rep1",863.979,16.5835176351456,19103.747977194
"24h","PM","4N","Rep1",2807.277,29.8928757792952,111890.11018543
"24h","PM","4N","Rep1",3399.989,32.8975699956112,149135.168149078
"24h","PM","4N","Rep1",1466.098,21.6026268660615,42228.7573907721
"24h","PM","4N","Rep1",2669.814,29.1518128162194,103773.223976162
"24h","PM","4N","Rep1",1932.845,24.8041059496388,63923.3228856396
"24h","PM","4N","Rep1",1417.489,21.2414868184121,40146.0985449922
"24h","PM","4N","Rep1",2730.444,29.4809653653203,107328.166661262
"24h","PM","4N","Rep1",7254.703,48.0545906883745,464829.04430763
"24h","PM","4N","Rep1",6180.087,44.3529343964514,365473.32436715
"24h","PM","4N","Rep1",1469.234,21.6257186543559,42364.3214952185
"24h","PM","4N","Rep1",1948.525,24.9045130644281,64702.7550918197
